task,phrase,kind,base_kind,score,logit,z,grip,proxy_imputed,n_ctx,source
put broccoli in pot or pan,"Regarding the broccoli, it is imperative that you establish a firm prehension upon it and subsequently relinquish it into the interior of a pot or, alternatively, a pan.",adversarial,,0.6931960819722377,7.2286,0.1546,0.0851,False,64,generated_adversarial
put broccoli in pot or pan,put the broccoli in the pot,search,,0.7225743634577545,7.2846,0.0138,0.0746,False,64,search_boards
put broccoli in pot or pan,place broccoli in pot,search,,0.7344752744419337,7.3072,0.1923,0.0796,False,64,search_boards
put broccoli in pot or pan,drop broccoli in pot,search,,0.7375432760275423,7.3131,0.0614,0.074,False,64,search_boards
put broccoli in pot or pan,put the broccoli inside the pot,search,,0.7654984993819024,7.3663,0.0662,0.0695,False,64,search_boards
put broccoli in pot or pan,put the broccoli into the pot,search,,0.766440783455096,7.3681,0.1745,0.0735,False,64,search_boards
put broccoli in pot or pan,put broccoli in the pot,search,,0.7686739567882115,7.3723,0.1709,0.073,False,64,search_boards
put broccoli in pot or pan,drop broccoli in the pot,search,,0.7723557840478082,7.3794,0.1325,0.0709,False,64,search_boards
put broccoli in pot or pan,drop the broccoli inside the pot,search,,0.7781436263630376,7.3904,0.1718,0.0715,False,64,search_boards
put broccoli in pot or pan,Take the piece of broccoli and set it inside the pot or pan.,natural,,0.8833249306297299,7.5906,0.6876,0.074,False,64,generated_natural
put broccoli in pot or pan,Toss that broccoli in a pan or a pot.,natural,,0.8971301070947338,7.6169,0.7184,0.0729,False,64,generated_natural
put broccoli in pot or pan,"In the pot or pan, please put the broccoli.",natural,,0.9428924319027144,7.7041,0.8071,0.0687,False,64,generated_natural
put broccoli in pot or pan,I need you to transfer the broccoli into one of the pots or pans.,natural,,0.9469208193572366,7.7117,0.8012,0.0678,False,64,generated_natural
put broccoli in pot or pan,Move the broccoli over to a cooking pot or pan.,natural,,0.951895057400629,7.7212,0.9093,0.0712,False,64,generated_natural
put broccoli in pot or pan,Place the broccoli into the pot or the pan.,natural,,0.9600883837819127,7.7368,0.8912,0.0691,False,64,generated_natural
put broccoli in pot or pan,Pop the broccoli into a pot or pan.,natural,,0.9745583330701316,7.7644,0.9634,0.0695,False,64,generated_natural
put broccoli in pot or pan,put broccoli in pot or pan,original,,1.0,7.8128,1.1208,0.0714,False,64,search_boards
put brush into pot or pan,"If it is not too much trouble, the tool one utilizes to scrub away dried food ought to be relocated such that it rests entirely inside either the deeper boiling vessel or its shallower counterpart, the pan.",adversarial,,0.0,3.2986,-4.5594,0.2472,False,64,generated_adversarial
put brush into pot or pan,"Being mindful of the available cookware, kindly secure the handled, bristled implement within the confines of whichever of the metal cooking basins, be it the pot or the skillet, is most convenient.",adversarial,,0.2304647972095621,4.1835,-4.8604,0.1572,False,64,generated_adversarial
put brush into pot or pan,put the brush in the silver pot,search,,0.50100249706023,5.2222,-3.9039,0.103,False,64,search_boards
put brush into pot or pan,"Assuming you have correctly identified the handled scrubbing tool, your primary objective is to transport said implement such that it comes to rest within the concave interior of either the boiling pot or the flat-bottomed pan.",adversarial,,0.5342464228845849,5.3499,-2.5976,0.143,False,64,generated_adversarial
put brush into pot or pan,put the scrub brush in the pot,search,,0.5497733782178896,5.4095,-3.2627,0.1116,False,64,search_boards
put brush into pot or pan,drop the brush in the pot,search,,0.5738438482197014,5.5019,-3.1337,0.1085,False,64,search_boards
put brush into pot or pan,drop the brush inside the silver pot,search,,0.5755485424082784,5.5084,-3.3343,0.1,False,64,search_boards
put brush into pot or pan,drop the brush into the silver pot,search,,0.5759753506670371,5.5101,-3.3028,0.1011,False,64,search_boards
put brush into pot or pan,place the brush inside the pot,search,,0.5815772836183704,5.5316,-3.0923,0.1075,False,64,search_boards
put brush into pot or pan,Put the bristled cleaning tool into the skillet or the saucepan.,natural,,0.7326775968599158,6.1118,-1.6258,0.1138,False,64,generated_natural
put brush into pot or pan,"Provided you have secured a firm grasp on the bristled sweeping tool, proceed to deposit it directly into the hollow interior of either the pot or the pan.",adversarial,,0.7632864881294465,6.2293,-1.3772,0.1132,False,64,generated_adversarial
put brush into pot or pan,"Move the brush over to the cookware, specifically inside a pan or a pot.",natural,,0.7765354962222003,6.2801,-1.3894,0.1082,False,64,generated_natural
put brush into pot or pan,Place the scrubbing brush inside either of the cooking vessels.,natural,,0.8110127138334647,6.4125,-1.2554,0.1018,False,64,generated_natural
put brush into pot or pan,Can you toss the dish brush into the pan or the pot?,natural,,0.8451775527706663,6.5437,-0.608,0.1156,False,64,generated_natural
put brush into pot or pan,"Stick the brush in the pot, or the pan is fine too.",natural,,0.9621726947688604,6.9929,-0.6038,0.0761,False,64,generated_natural
put brush into pot or pan,Slide the brush into the pot or the pan for me.,natural,,0.9820440112701596,7.0692,0.0554,0.0953,False,64,generated_natural
put brush into pot or pan,Grab that brush and drop it in the pot or the pan.,natural,,0.9861264805971174,7.0849,-0.2853,0.0805,False,64,generated_natural
put brush into pot or pan,I need you to leave the brush in a pot or a pan.,natural,,0.9868433448170806,7.0876,-0.0683,0.0888,False,64,generated_natural
put brush into pot or pan,put brush into pot or pan,original,,1.0,7.1382,0.6679,0.1132,False,64,search_boards
put can in pot,place the red jar in the metal pot,search,,0.0,4.0618,-4.7433,0.1725,False,64,search_boards
put can in pot,move the jar into the metal pot,search,,0.1286582395032773,4.5195,-3.9709,0.1624,False,64,search_boards
put can in pot,"Assuming there are no obstacles in your workspace, manipulate the metallic drinking vessel so that it comes to rest within the concave interior of the stewing pan.",adversarial,,0.1659966784717635,4.6523,-4.1942,0.1419,False,64,generated_adversarial
put can in pot,"With the utmost care, please take hold of the cylindrical beverage receptacle and transport it through the air, ultimately relinquishing your grasp only when it is safely housed inside the deep metal cooking pot.",adversarial,,0.1876163741103235,4.7292,-4.0542,0.1406,False,64,generated_adversarial
put can in pot,drop the orange container into the metal pot,search,,0.2513725740612965,4.956,-3.3961,0.1464,False,64,search_boards
put can in pot,"Provided you have a clear path to do so, please acquire the object from which one typically consumes carbonated beverages and deposit it wholly within the confines of the metal cooking vessel.",adversarial,,0.2640404806509903,5.0011,-3.5108,0.1379,False,64,generated_adversarial
put can in pot,drop the jar into the metal pot,search,,0.2645496779690692,5.0029,-3.0284,0.1567,False,64,search_boards
put can in pot,put the glass jar into the metal pot,search,,0.2704547755946681,5.0239,-2.9295,0.1587,False,64,search_boards
put can in pot,put the jar into the metal pot,search,,0.2829206788143364,5.0683,-2.9843,0.1527,False,64,search_boards
put can in pot,I would greatly appreciate it if you could ensure that the cylindrical aluminum item finds its new resting place directly inside the receptacle we normally use for boiling water.,adversarial,,0.3382496739459667,5.2651,-3.0404,0.1331,False,64,generated_adversarial
put can in pot,put the jar into the small metal pot,search,,0.4795704687447643,5.7678,-1.9512,0.1314,False,64,search_boards
put can in pot,Take the aluminum can and drop it into the pot.,natural,,0.5087687072932058,5.8717,-1.6638,0.1336,False,64,generated_natural
put can in pot,Move the can over to the pot.,natural,,0.5129009985493006,5.8864,-1.8899,0.1234,False,64,generated_natural
put can in pot,Grab that can and stick it in the pot.,natural,,0.7090450791737305,6.5841,-0.8778,0.1015,False,64,generated_natural
put can in pot,Pick up the can and place it in the pot.,natural,,0.8034954839327358,6.9201,-0.2506,0.0964,False,64,generated_natural
put can in pot,Could you put the soda can in the cooking pot for me?,natural,,0.8178952775260565,6.9713,-0.3014,0.0899,False,64,generated_natural
put can in pot,Set the can down inside the pot.,natural,,0.92069774070086,7.337,0.3253,0.0822,False,64,generated_natural
put can in pot,Place the can inside the pot.,natural,,0.9215541626762772,7.34,0.4136,0.0854,False,64,generated_natural
put can in pot,Transfer the can into the cooking pot.,natural,,0.9296467494441863,7.3688,0.2691,0.0772,False,64,generated_natural
put can in pot,put can in pot,original,,1.0,7.6191,1.0273,0.0849,False,64,search_boards
put can in pot,"Should it align with your current directives, please secure the lightweight aluminum drinking cylinder and orchestrate its descent directly into the hollow belly of the stovetop cooking pot.",adversarial,,,,,,True,80,generated_adversarial
put cap on container,"Provided the lower receptacle remains unsealed, take the corresponding topmost closure into your grasp and carefully navigate it to rest securely over the primary opening.",adversarial,,0.0,3.8889,-6.1714,0.1317,False,64,generated_adversarial
put cap on container,"If it would not be too much trouble, please take the small removable closure designed to prevent spills and position it so that it firmly seals the open receptacle.",adversarial,,0.1774954216071274,4.5785,-5.7207,0.0885,False,64,generated_adversarial
put cap on container,"Acting with the utmost care to prevent any hypothetical contents from escaping, locate the small item originally designed to seal openings and securely affix it to the top of the currently unsealed vessel.",adversarial,,0.1879770304350814,4.6193,-5.0074,0.1129,False,64,generated_adversarial
put cap on container,Ensure that the hollow storage vessel is rendered completely closed by maneuvering its corresponding topmost cover into the designated mating position.,adversarial,,0.2007690512646948,4.669,-5.3769,0.094,False,64,generated_adversarial
put cap on container,Can you seal the container using the top?,natural,,0.532522991952637,5.9579,-3.0592,0.0711,False,64,generated_natural
put cap on container,put red cap on the container in the sink,search,,0.603299753120313,6.2329,-1.9662,0.0898,False,64,search_boards
put cap on container,put the red lid on the glass jar,search,,0.6709066590776022,6.4956,-1.6063,0.0807,False,64,search_boards
put cap on container,place the red lid on the glass container,search,,0.7003892780651233,6.6101,-1.2145,0.086,False,64,search_boards
put cap on container,Cover the container with its lid.,natural,,0.7010537248672385,6.6127,-2.0269,0.0538,False,64,generated_natural
put cap on container,Secure the lid to the top of the container.,natural,,0.7027109376540599,6.6191,-1.7121,0.0656,False,64,generated_natural
put cap on container,put the red lid on the glass container,search,,0.7101077057326418,6.6479,-1.2398,0.0816,False,64,search_boards
put cap on container,put the red lid on the jar,search,,0.7287145084273512,6.7202,-1.3539,0.0708,False,64,search_boards
put cap on container,Grab the plastic cap and put it on the container.,natural,,0.8976146197364745,7.3764,-0.393,0.0505,False,64,generated_natural
put cap on container,Stick the cap onto that container for me.,natural,,0.9232066062038208,7.4758,-0.035,0.0558,False,64,generated_natural
put cap on container,Close the container by putting the cap back on it.,natural,,0.9281087812237652,7.4949,-0.0404,0.0539,False,64,generated_natural
put cap on container,Go ahead and fit the cap onto the container.,natural,,0.9587461511531252,7.6139,0.4758,0.0637,False,64,generated_natural
put cap on container,put cap on container,original,,0.9861674279824842,7.7204,0.9235,0.0718,False,64,search_boards
put cap on container,Place the cap onto the container.,natural,,1.0,7.7742,0.7026,0.0584,False,64,generated_natural
put carrot in bowl,"Locate the crunchy snack often associated with rabbits, transferring said item so that it is fully contained by the deep, round receptacle.",adversarial,,0.0,3.7332,-6.5323,0.1313,False,64,generated_adversarial
put carrot in bowl,Grab the orange vegetable and drop it in the bowl.,natural,,0.2678869605229052,4.9012,-3.749,0.1374,False,64,generated_natural
put carrot in bowl,"Provided it is within your grasp, take the elongated orange root vegetable and ensure it comes to rest within the bowl.",adversarial,,0.4377331766709106,5.6418,-2.7547,0.111,False,64,generated_adversarial
put carrot in bowl,Would you be so kind as to execute a physical relocation of the carrot such that its final resting place is bounded by the walls of the bowl?,adversarial,,0.6160597939796939,6.4193,-1.4581,0.0933,False,64,generated_adversarial
put carrot in bowl,move the orange carrot into the blue bowl,search,,0.6343612705467686,6.4991,-1.102,0.1002,False,64,search_boards
put carrot in bowl,put the orange carrot in the light blue bowl,search,,0.6392868213584444,6.5206,-1.0037,0.1021,False,64,search_boards
put carrot in bowl,"Regarding the carrot, your immediate objective is to hoist it upwards before subsequently lowering it down until it sits nestled inside the bowl.",adversarial,,0.7579674817501383,7.0381,-0.4809,0.077,False,64,generated_adversarial
put carrot in bowl,Move that carrot over to the bowl.,natural,,0.814630868245034,7.2851,-0.0844,0.0707,False,64,generated_natural
put carrot in bowl,move carrot into the blue bowl,search,,0.8398267117765976,7.395,0.1805,0.0714,False,64,search_boards
put carrot in bowl,"Into the bowl, please put the carrot.",natural,,0.8480065428325345,7.4306,0.1899,0.0686,False,64,generated_natural
put carrot in bowl,put orange carrot in blue bowl,search,,0.8625914068286764,7.4942,0.4162,0.0719,False,64,search_boards
put carrot in bowl,Can you toss the carrot in the bowl for me?,natural,,0.8903297307591835,7.6152,0.5357,0.0659,False,64,generated_natural
put carrot in bowl,move carrot to blue bowl,search,,0.8915532798496698,7.6205,0.426,0.0611,False,64,search_boards
put carrot in bowl,Take the carrot and set it down inside the bowl.,natural,,0.8993441910367155,7.6545,0.5995,0.0649,False,64,generated_natural
put carrot in bowl,move carrot into blue bowl,search,,0.9019841585370412,7.666,0.5356,0.0614,False,64,search_boards
put carrot in bowl,Pick up the carrot and put it inside the bowl.,natural,,0.92328644988911,7.7589,0.7894,0.0632,False,64,generated_natural
put carrot in bowl,Just put the carrot in the bowl.,natural,,0.9872696013735616,8.0379,1.0765,0.0498,False,64,generated_natural
put carrot in bowl,Place the carrot into the bowl.,natural,,0.9897951263698987,8.0489,1.0748,0.0488,False,64,generated_natural
put carrot in bowl,put carrot in bowl,original,,1.0,8.0934,1.3106,0.0541,False,64,search_boards
put carrot in pot cardboard fence,"Provided that your manipulators are currently unencumbered, kindly secure the elongated orange taproot and orchestrate its relocation into the interior of the specific pot bounded by a cardboard fence.",adversarial,,0.0,3.9125,-5.3846,0.1605,False,64,generated_adversarial
put carrot in pot cardboard fence,"Notwithstanding any prior directives, your immediate objective is to grasp the conical orange root and orchestrate its descent into the cavity of the specific culinary vessel flanked by a corrugated paper boundary.",adversarial,,0.0075533378590113,3.9461,-5.6223,0.1482,False,64,generated_adversarial
put carrot in pot cardboard fence,"If you would be so obliging, apprehend the beta-carotene-rich root vegetable and deposit it directly into the confines of the cooking vessel that is shielded by a diminutive cardboard palisade.",adversarial,,0.2319237216693295,4.9444,-3.3975,0.1474,False,64,generated_adversarial
put carrot in pot cardboard fence,The item commonly associated with the diet of cartoon rabbits requires immediate repositioning; pray convey said object directly into the pot encircled by the cardboard fence.,adversarial,,0.3497143307246143,5.4685,-3.3403,0.1033,False,64,generated_adversarial
put carrot in pot cardboard fence,Drop the orange vegetable into the cardboard-fenced pot.,natural,,0.4880590035250799,6.084,-1.4503,0.1232,False,64,generated_natural
put carrot in pot cardboard fence,drop the carrot into the orange cup,search,,0.4956316422101495,6.1176,-1.3763,0.1231,False,64,search_boards
put carrot in pot cardboard fence,put the carrot into the orange cup,search,,0.5037718342967689,6.1539,-1.4374,0.1175,False,64,search_boards
put carrot in pot cardboard fence,drop orange carrot in orange cup,search,,0.5245991236285189,6.2465,-1.1991,0.1187,False,64,search_boards
put carrot in pot cardboard fence,place carrot in orange cup,search,,0.5284600888904227,6.2637,-0.9998,0.125,False,64,search_boards
put carrot in pot cardboard fence,place the carrot in the orange cup,search,,0.5326922839471703,6.2825,-1.1036,0.1193,False,64,search_boards
put carrot in pot cardboard fence,place orange carrot into orange cup,search,,0.5705965258753214,6.4512,-0.974,0.1094,False,64,search_boards
put carrot in pot cardboard fence,place orange carrot in the cup,search,,0.5897725105028144,6.5365,-0.9165,0.1042,False,64,search_boards
put carrot in pot cardboard fence,Take the carrot and transfer it to the pot inside the cardboard fence.,natural,,0.7886271182385537,7.4212,0.8077,0.0937,False,64,generated_natural
put carrot in pot cardboard fence,Put that carrot inside the cardboard fence pot.,natural,,0.8817139709488113,7.8354,1.1498,0.0706,False,64,generated_natural
put carrot in pot cardboard fence,The carrot needs to go in the pot with the cardboard fence.,natural,,0.898858793224067,7.9116,1.0873,0.0614,False,64,generated_natural
put carrot in pot cardboard fence,Move the carrot into the pot that has a cardboard fence.,natural,,0.933420249857432,8.0654,1.391,0.0597,False,64,generated_natural
put carrot in pot cardboard fence,Just drop the carrot inside the pot surrounded by the cardboard fence.,natural,,0.937173685441754,8.0821,1.3354,0.0561,False,64,generated_natural
put carrot in pot cardboard fence,Set the carrot down into the pot enclosed by the cardboard fence.,natural,,0.9411359786057356,8.0997,1.4105,0.0574,False,64,generated_natural
put carrot in pot cardboard fence,Place the carrot in the pot by the cardboard fence.,natural,,0.9430320000041912,8.1082,1.4451,0.0581,False,64,generated_natural
put carrot in pot cardboard fence,put carrot in pot cardboard fence,original,,1.0,8.3616,1.6614,0.0442,False,64,search_boards
put carrot in pot or pan,"Without expressing a preference between the deep boiling vessel and the shallow skillet, I ask that you secure the elongated orange root vegetable and carefully relocate it into the interior of either one of those two receptacles.",adversarial,,0.0,3.6747,-4.0591,0.2336,False,64,generated_adversarial
put carrot in pot or pan,"Irrespective of whether you opt for the deep vessel typically used for boiling or the flat skillet favored for frying, it is imperative that the orange taproot be completely relocated into the cooking receptacle of your choosing.",adversarial,,0.6335078300439131,6.3078,-1.4946,0.1017,False,64,generated_adversarial
put carrot in pot or pan,Grab that orange vegetable and toss it in a pan or a pot.,natural,,0.8113150189822482,7.0469,-0.2022,0.0871,False,64,generated_natural
put carrot in pot or pan,"Either the pot or the pan is fine for the carrot, just drop it in.",natural,,0.8253692267540482,7.1053,-0.0932,0.0862,False,64,generated_natural
put carrot in pot or pan,"Taking the carrot into your grasp, ensure its final resting place is established within the metallic walls of either the pot or the pan.",adversarial,,0.840064644837335,7.1664,-0.2389,0.0751,False,64,generated_adversarial
put carrot in pot or pan,"Could you move the carrot to the pan, or the pot if you prefer?",natural,,0.8519059455847263,7.2156,-0.0119,0.0797,False,64,generated_natural
put carrot in pot or pan,"Should it be convenient for you to do so, I would be tremendously appreciative if you could elevate the carrot and subsequently deposit it within the interior volume of either the pot or the pan.",adversarial,,0.8838489077555802,7.3484,0.0701,0.0712,False,64,generated_adversarial
put carrot in pot or pan,"Stick the orange root in the pot or pan, please.",natural,,0.8923877626011745,7.3839,0.0946,0.069,False,64,generated_natural
put carrot in pot or pan,put the carrot in the pot,search,,0.9059387008715258,7.4402,0.2793,0.0713,False,64,search_boards
put carrot in pot or pan,put the carrot inside the pot,search,,0.909782349823168,7.4562,0.2293,0.0679,False,64,search_boards
put carrot in pot or pan,"I need the carrot in the pot, or you can put it in the pan instead.",natural,,0.91618543559651,7.4828,0.2283,0.0655,False,64,generated_natural
put carrot in pot or pan,put the carrot in pot,search,,0.9324992773399527,7.5506,0.3902,0.0659,False,64,search_boards
put carrot in pot or pan,place carrot in pot,search,,0.9350699853885496,7.5613,0.4632,0.0678,False,64,search_boards
put carrot in pot or pan,put carrot inside pot,search,,0.938035943667512,7.5736,0.3968,0.0641,False,64,search_boards
put carrot in pot or pan,put carrot into pot,search,,0.9462001305870118,7.6075,0.475,0.0642,False,64,search_boards
put carrot in pot or pan,"Pick up the carrot and set it inside the pot, or use the pan.",natural,,0.950594421736594,7.6258,0.421,0.0605,False,64,generated_natural
put carrot in pot or pan,put carrot in pot,search,,0.9533844510463392,7.6374,0.4941,0.0623,False,64,search_boards
put carrot in pot or pan,Go ahead and leave the carrot in the pot or the pan.,natural,,0.9563287880888792,7.6496,0.4681,0.0602,False,64,generated_natural
put carrot in pot or pan,Place the carrot into the pot or the pan.,natural,,0.979529531833962,7.7461,0.6741,0.0598,False,64,generated_natural
put carrot in pot or pan,put carrot in pot or pan,original,,1.0,7.8311,0.7565,0.0555,False,64,search_boards
put carrot in pot or pan,"Should the situation permit, kindly direct your manipulators to enclose the beta-carotene rich vegetable, subsequently maneuvering it through the workspace until it can be deposited safely within the boundaries of the pot or, if you so choose, the pan.",adversarial,,,,,,True,80,generated_adversarial
put carrot on cutting board,"Provided there are no obstructions in your operational workspace, please secure the elongated orange taproot and ensure it is deposited directly upon the board utilized for culinary chopping.",adversarial,,0.0,4.6245,-3.5392,0.1701,False,64,generated_adversarial
put carrot on cutting board,The item that is traditionally associated with a rabbit's diet requires immediate relocation; kindly see to it that it is transported to rest atop the cutting board.,adversarial,,0.4732155762941937,6.1701,-1.662,0.1073,False,64,generated_adversarial
put carrot on cutting board,"In the event that you are ready to receive a command, please utilize your end-effector to acquire the vibrant orange root and maneuver it such that it comes to rest upon the cutting board.",adversarial,,0.6927937431929174,6.8873,-0.7014,0.0816,False,64,generated_adversarial
put carrot on cutting board,"Assuming you have correctly identified the orange, cone-shaped vegetable, kindly execute a spatial relocation protocol to position it squarely upon the cutting board.",adversarial,,0.7063558391860222,6.9316,-0.4506,0.0876,False,64,generated_adversarial
put carrot on cutting board,Set the orange root vegetable on the cutting board.,natural,,0.7435547598329418,7.0531,0.0455,0.0963,False,64,generated_natural
put carrot on cutting board,grab the orange carrot and place it on the green cutting board,search,,0.7936087133115658,7.2166,0.3834,0.0951,False,64,search_boards
put carrot on cutting board,pick up the orange carrot and set it on the cutting board,search,,0.8810307008343459,7.5021,0.9059,0.0904,False,64,search_boards
put carrot on cutting board,pick up the orange carrot and put it on the cutting board,search,,0.9000086665517772,7.5641,0.8588,0.0831,False,64,search_boards
put carrot on cutting board,Take the carrot and put it down on the cutting board.,natural,,0.9097624715043148,7.596,1.0329,0.0871,False,64,generated_natural
put carrot on cutting board,Can you move the carrot over to the cutting board?,natural,,0.9162353132127652,7.6171,1.0148,0.0845,False,64,generated_natural
put carrot on cutting board,place the carrot on the green cutting board,search,,0.9201476993381368,7.6299,0.9449,0.0807,False,64,search_boards
put carrot on cutting board,I need the carrot placed onto the cutting board.,natural,,0.9229819427622596,7.6391,1.1656,0.0885,False,64,generated_natural
put carrot on cutting board,Just drop the carrot onto the cutting board for me.,natural,,0.9246331873981825,7.6445,1.0674,0.0842,False,64,generated_natural
put carrot on cutting board,Grab the carrot and rest it on the cutting board.,natural,,0.9360383254816422,7.6818,1.1739,0.0851,False,64,generated_natural
put carrot on cutting board,Place the carrot onto the cutting board.,natural,,0.940186646608664,7.6953,1.1983,0.0848,False,64,generated_natural
put carrot on cutting board,grab the carrot and place it on the cutting board,search,,0.9411940249400784,7.6986,1.1443,0.0824,False,64,search_boards
put carrot on cutting board,grab the carrot and put it on the cutting board,search,,0.9416505769189344,7.7001,1.1319,0.0818,False,64,search_boards
put carrot on cutting board,Shift the carrot to the cutting board.,natural,,0.9589188999367276,7.7565,1.148,0.0775,False,64,generated_natural
put carrot on cutting board,pick up the carrot and put it on the cutting board,search,,0.9622944552505048,7.7676,1.1834,0.0779,False,64,search_boards
put carrot on cutting board,set the carrot on the cutting board,search,,0.9736594428155588,7.8047,1.2732,0.0781,False,64,search_boards
put carrot on cutting board,put carrot on cutting board,original,,1.0,7.8907,1.3416,0.0732,False,64,search_boards
put carrot on plate,"Assuming the workspace is presently clear of obstructions, please acquire the crunchy orange taproot that rabbits famously enjoy, and carefully transition its position so that it rests directly upon the plate.",adversarial,,0.0,4.4375,-3.8151,0.1758,False,64,generated_adversarial
put carrot on plate,"In the event that you are ready to proceed, manipulate your end effector to grasp the carrot and conduct a spatial translation that concludes with it resting squarely upon the plate.",adversarial,,0.1446759062346853,4.9304,-2.0921,0.1999,False,64,generated_adversarial
put carrot on plate,Grab the orange root vegetable and leave it on the plate.,natural,,0.4496354829239036,5.9692,-2.4205,0.0952,False,64,generated_natural
put carrot on plate,"I would be exceedingly grateful if you could see to it that the carrot, rather than remaining in its current location, is promptly lifted and relocated to the surface of the plate.",adversarial,,0.451340849684343,5.9751,-1.3405,0.1371,False,64,generated_adversarial
put carrot on plate,Move the orange vegetable to the plate.,natural,,0.475656921780816,6.0579,-2.134,0.0986,False,64,generated_natural
put carrot on plate,"Provided you possess the requisite motor control, elevate the elongated orange ingredient from its current resting place and deposit it gently onto the surface of the plate.",adversarial,,0.5643189485842907,6.3599,-1.8673,0.0824,False,64,generated_adversarial
put carrot on plate,move carrot to green plate,search,,0.8632154050198209,7.3782,-0.0307,0.0646,False,64,search_boards
put carrot on plate,move carrot onto the green plate,search,,0.8830150946817272,7.4456,0.1248,0.0647,False,64,search_boards
put carrot on plate,move the carrot onto the green plate,search,,0.9063543686323382,7.5251,0.2984,0.0645,False,64,search_boards
put carrot on plate,move carrot onto green plate,search,,0.907238419096322,7.5281,0.2851,0.0637,False,64,search_boards
put carrot on plate,place carrot onto the green plate,search,,0.9285950230516976,7.6009,0.5285,0.0669,False,64,search_boards
put carrot on plate,Take the carrot and drop it on the plate.,natural,,0.9387434126964244,7.6354,0.547,0.0646,False,64,generated_natural
put carrot on plate,"Could you set the carrot on the plate, please?",natural,,0.9527886519356163,7.6833,0.8051,0.0705,False,64,generated_natural
put carrot on plate,Transfer the carrot over to the plate.,natural,,0.9552746637206564,7.6918,0.7872,0.069,False,64,generated_natural
put carrot on plate,Put a carrot on that plate.,natural,,0.9761472429395788,7.7629,0.8706,0.066,False,64,generated_natural
put carrot on plate,put carrot on plate,original,,0.99024606514642,7.8109,1.098,0.0707,False,64,search_boards
put carrot on plate,Just pop the carrot onto the plate.,natural,,0.9919530678830346,7.8167,0.9252,0.0634,False,64,generated_natural
put carrot on plate,Place the carrot onto the plate.,natural,,1.0,7.8441,1.0634,0.0664,False,64,generated_natural
put clothes in laundry machine,"If it is not too much of an imposition on your current routine, I would greatly appreciate it if you could take the soiled fabric items we wear and deposit them entirely within the mechanical laundering apparatus.",adversarial,,0.0,4.6165,-4.0511,0.1507,False,64,generated_adversarial
put clothes in laundry machine,"Assuming the role of a domestic helper, take the pile of wearable textiles and ensure they come to rest completely inside the drum of the automated laundering device.",adversarial,,0.3129337395917971,5.692,-2.656,0.1105,False,64,generated_adversarial
put clothes in laundry machine,"Provided the appliance's hatch is accessible, the assorted apparel currently situated here must be carefully relocated into the main compartment of the automated clothes washer.",adversarial,,0.471378002284852,6.2365,-2.3451,0.0746,False,64,generated_adversarial
put clothes in laundry machine,"In accordance with standard domestic maintenance protocols, kindly apprehend the discarded items of personal wear and ensure they are fully enveloped by the laundry machine's internal compartment.",adversarial,,0.4994530832983753,6.333,-1.7098,0.091,False,64,generated_adversarial
put clothes in laundry machine,Can you toss the dirty laundry into the washer for me?,natural,,0.7309376559789411,7.1285,-0.9562,0.0503,False,64,generated_natural
put clothes in laundry machine,load the laundry basket items into the washing machine,search,,0.7453107291346128,7.1779,-0.7344,0.0547,False,64,search_boards
put clothes in laundry machine,Move the clothes over to the washing machine and put them in.,natural,,0.8270682612002244,7.4588,-0.2471,0.049,False,64,generated_natural
put clothes in laundry machine,load the clothes from the basket into the machine,search,,0.8421980199516635,7.5108,-0.0098,0.0537,False,64,search_boards
put clothes in laundry machine,load the laundry machine with clothes,search,,0.8982677422314993,7.7035,0.4216,0.0536,False,64,search_boards
put clothes in laundry machine,Go ahead and drop the clothes inside the washer.,natural,,0.9022068788247646,7.7171,0.1282,0.0409,False,64,generated_natural
put clothes in laundry machine,place the clothes into the open laundry machine,search,,0.906186849374332,7.7307,0.6859,0.0616,False,64,search_boards
put clothes in laundry machine,"Into the washer, please put the clothes.",natural,,0.9178378029708938,7.7708,0.2138,0.0395,False,64,generated_natural
put clothes in laundry machine,Chuck the clothes in the washer.,natural,,0.9230815581085866,7.7888,0.3021,0.0414,False,64,generated_natural
put clothes in laundry machine,place clothes in laundry machine,search,,0.9277464355502232,7.8048,0.6928,0.0553,False,64,search_boards
put clothes in laundry machine,Gather up the clothing and transfer it into the laundry machine.,natural,,0.9469787396719318,7.8709,0.5862,0.0453,False,64,generated_natural
put clothes in laundry machine,put clothes in the laundry machine,search,,0.9504503710948524,7.8829,0.9923,0.0602,False,64,search_boards
put clothes in laundry machine,Place all the garments inside the washing appliance.,natural,,0.9560345243085094,7.902,0.6068,0.0433,False,64,generated_natural
put clothes in laundry machine,put clothes in laundry machine,original,,0.9609585292239652,7.919,1.0014,0.0574,False,64,search_boards
put clothes in laundry machine,Load the clothes into the washing machine.,natural,,1.0,8.0531,0.8387,0.0391,False,64,generated_natural
put corn in bowl sink,The object covered in yellow kernels must be promptly relocated such that it comes to rest completely inside the open-topped dish currently occupying the washbasin.,adversarial,,0.0,4.1572,-3.8674,0.1985,False,64,generated_adversarial
put corn in bowl sink,"Bearing in mind the spatial arrangement of the countertop, kindly execute a maneuver wherein the cylindrical, kernel-covered crop is carefully deposited into the deep, rounded crockery currently situated at the bottom of the plumbing fixture.",adversarial,,0.1402122872960706,4.6443,-4.6624,0.1242,False,64,generated_adversarial
