task,finetune,sealed_v2,edit_class,phrase_a,succ_a,phrase_b,succ_b,delta,p_z,p_fisher,p_mcnemar,a_only,b_only,significant,designed,a_is_canonical
libero_object/1,in,True,noun/other,pick up the box and place it in the basket,96,pick up the container and place it in the basket,34,-62,8.06592164782239e-11,2.2485333493332196e-11,9.313225746154785e-10,31,0,True,False,False
libero_object/1,in,True,noun/other,pick up the cheese and place it in the basket,100,pick up the package and place it in the basket,84,-16,0.003189699706216857,0.005770162019615051,0.0078125,8,0,False,False,False
libero_object/1,in,True,noun/other,pick up the cream cheese and place it in the basket,100,pick up the package and place it in the basket,84,-16,0.003189699706216857,0.005770162019615051,0.0078125,8,0,False,True,True
libero_object/1,in,True,noun/other,pick up the box and place it in the basket,96,pick up the package and place it in the basket,84,-12,0.04550026389635843,0.09164715528813337,0.0703125,7,1,False,False,False
libero_object/1,in,True,noun/other,pick up the cream cheese and place it in the basket,100,pick up the box and place it in the basket,96,-4,0.15312745101966943,0.494949494949495,0.5,2,0,False,True,True
libero_object/1,in,True,verb/frame,Pick up the cream cheese and place it in the basket,100,grab the cream cheese and place it in the basket,100,0,1.0,1.0,1.0,0,0,False,False,False
libero_object/1,in,True,verb/frame,Pick up the cream cheese and place it in the basket,100,lift the cream cheese and place it in the basket,100,0,1.0,1.0,1.0,0,0,False,False,False
libero_object/1,in,True,case,pick up the cream cheese and place it in the basket,100,Pick up the cream cheese and place it in the basket,100,0,1.0,1.0,1.0,0,0,False,True,True
libero_object/1,in,True,verb/frame,grab the cream cheese and place it in the basket,100,lift the cream cheese and place it in the basket,100,0,1.0,1.0,1.0,0,0,False,False,False
libero_object/1,in,True,verb/frame,pick up the cream cheese and place it in the basket,100,grab the cream cheese and place it in the basket,100,0,1.0,1.0,1.0,0,0,False,True,True
libero_object/1,in,True,verb/frame,pick up the cream cheese and place it in the basket,100,lift the cream cheese and place it in the basket,100,0,1.0,1.0,1.0,0,0,False,True,True
libero_object/1,in,True,words removed,pick up the cream cheese and place it in the basket,100,pick up the cheese and place it in the basket,100,0,1.0,1.0,1.0,0,0,False,True,True
libero_object/1,in,True,punctuation,pick up the cream cheese and place it in the basket,100,pick up the cream cheese and place it in the basket.,100,0,1.0,1.0,1.0,0,0,False,True,True
libero_object/1,in,True,verb/frame,pick up the cream cheese and place it in the basket,100,pick up the cream cheese and put it in the basket,100,0,1.0,1.0,1.0,0,0,False,True,True
libero_object/1,in,True,noun/other,pick up the box and place it in the basket,96,pick up the cheese and place it in the basket,100,4,0.15312745101966943,0.494949494949495,0.5,0,2,False,False,False
libero_object/1,in,True,noun/other,pick up the container and place it in the basket,34,pick up the package and place it in the basket,84,50,3.714747072706537e-07,5.78281839169384e-07,5.960464477539063e-08,0,25,True,False,False
libero_object/2,in,False,noun/other,pick up the salad dressing and place it in the basket,100,pick up the bottle and place it in the basket,74,-26,0.00011083608727214167,9.981250196029942e-05,0.000244140625,13,0,True,True,True
libero_object/2,in,False,verb/frame,pick up the salad dressing and place it in the basket,100,lift the salad dressing and place it in the basket,98,-2,0.31487864133641963,1.0,1.0,1,0,False,True,True
libero_object/2,in,False,words removed,pick up the salad dressing and place it in the basket,100,pick up the dressing and place it in the basket,100,0,1.0,1.0,1.0,0,0,False,True,True
libero_object/2,in,False,noun/other,pick up the bottle and place it in the basket,74,pick up the dressing and place it in the basket,100,26,0.00011083608727214167,9.981250196029942e-05,0.000244140625,0,13,True,False,False
libero_object/3,in,False,noun/other,pick up the bbq sauce and place it in the basket,98,pick up the bottle and place it in the basket,60,-38,3.089596315731373e-06,2.3741197970903975e-06,2.09808349609375e-05,20,1,True,True,True
libero_object/3,in,False,noun/other,pick up the bbq sauce and place it in the basket,98,pick up the condiment and place it in the basket,82,-16,0.007660761135179455,0.01566048989604553,0.021484375,9,1,False,True,True
libero_object/3,in,False,noun/other,pick up the bottle and place it in the basket,60,pick up the condiment and place it in the basket,82,22,0.015343081584873396,0.026605201586451514,0.00341796875,1,12,True,False,False
libero_object/4,in,False,noun/other,pick up the ketchup and place it in the basket,98,pick up the sauce and place it in the basket,2,-96,7.994442411452559e-22,4.957808841313453e-26,7.105427357601002e-15,48,0,True,True,True
libero_object/4,in,False,noun/other,pick up the bottle and place it in the basket,96,pick up the sauce and place it in the basket,2,-94,5.3596431266344786e-21,1.2394720336344059e-24,1.4210854715202004e-14,47,0,True,False,False
libero_object/4,in,False,noun/other,pick up the red bottle and place it in the basket,58,pick up the sauce and place it in the basket,2,-56,9.956815331667582e-10,2.3242966247261294e-10,7.450580596923828e-09,28,0,True,False,False
libero_object/4,in,False,noun/other,pick up the ketchup and place it in the basket,98,pick up the red bottle and place it in the basket,58,-40,1.3787959792321344e-06,9.424687942739307e-07,1.0967254638671875e-05,21,1,True,True,True
libero_object/4,in,False,color,pick up the bottle and place it in the basket,96,pick up the red bottle and place it in the basket,58,-38,6.335850684831535e-06,6.9994538061897515e-06,3.814697265625e-06,19,0,True,False,False
libero_object/4,in,False,noun/other,pick up the ketchup and place it in the basket,98,pick up the bottle and place it in the basket,96,-2,0.5577341459422835,1.0,1.0,2,1,False,True,True
libero_object/5,in,False,noun/other,pick up the tomato sauce and place it in the basket,94,pick up the bottle and place it in the basket,80,-14,0.037392405388139746,0.07130815271626866,0.0654296875,9,2,False,True,True
libero_object/5,in,False,noun/other,pick up the tomato sauce and place it in the basket,94,pick up the can and place it in the basket,90,-4,0.4609947864255787,0.7149836629646897,0.7265625,5,3,False,True,True
libero_object/5,in,False,words removed,pick up the tomato sauce and place it in the basket,94,pick up the sauce and place it in the basket,96,2,0.64635519553949,1.0,1.0,2,3,False,True,True
libero_object/5,in,False,noun/other,pick up the can and place it in the basket,90,pick up the sauce and place it in the basket,96,6,0.23967772321846303,0.4360315033131094,0.25,0,3,False,False,False
libero_object/5,in,False,noun/other,pick up the bottle and place it in the basket,80,pick up the can and place it in the basket,90,10,0.1614294623670833,0.26233945735337133,0.266845703125,4,9,False,False,False
libero_object/5,in,False,noun/other,pick up the bottle and place it in the basket,80,pick up the sauce and place it in the basket,96,16,0.013823023820376697,0.027746259148170357,0.021484375,1,9,False,False,False
libero_object/6,in,True,noun/other,pick up the butter and place it in the basket,100,pick up the block and place it in the basket,82,-18,0.0016616944579835038,0.002634204400259045,0.00390625,9,0,True,True,True
libero_object/6,in,True,noun/other,pick up the butter and place it in the basket,100,pick up the stick and place it in the basket,84,-16,0.003189699706216857,0.005770162019615051,0.0078125,8,0,False,True,True
libero_object/6,in,True,noun/other,pick up the block and place it in the basket,82,pick up the stick and place it in the basket,84,2,0.7900717569416608,1.0,1.0,2,3,False,False,False
libero_object/7,in,False,noun/other,pick up the milk and place it in the basket,100,pick up the drink and place it in the basket,94,-6,0.0786401793488283,0.24242424242424243,0.25,3,0,False,True,True
libero_object/7,in,False,noun/other,pick up the milk and place it in the basket,100,pick up the carton and place it in the basket,96,-4,0.15312745101966943,0.494949494949495,0.5,2,0,False,True,True
libero_object/7,in,False,noun/other,pick up the carton and place it in the basket,96,pick up the drink and place it in the basket,94,-2,0.64635519553949,1.0,1.0,2,1,False,False,False
libero_object/8,in,False,noun/other,pick up the chocolate pudding and place it in the basket,100,pick up the cup and place it in the basket,64,-36,2.7966913074614887e-06,1.1774868348472536e-06,7.62939453125e-06,18,0,True,True,True
libero_object/8,in,False,noun/other,pick up the chocolate pudding and place it in the basket,100,pick up the snack and place it in the basket,96,-4,0.15312745101966943,0.494949494949495,0.5,2,0,False,True,True
libero_object/8,in,False,noun/other,pick up the cup and place it in the basket,64,pick up the snack and place it in the basket,96,32,6.33424836662401e-05,8.837214201696432e-05,3.0517578125e-05,0,16,True,False,False
libero_object/9,in,False,noun/other,pick up the orange juice and place it in the basket,98,pick up the bottle and place it in the basket,12,-86,5.460022261836526e-18,2.5929164526284597e-20,2.2737367544323206e-13,43,0,True,True,True
libero_object/9,in,False,noun/other,pick up the orange juice and place it in the basket,98,pick up the carton and place it in the basket,12,-86,5.460022261836526e-18,2.5929164526284597e-20,2.2737367544323206e-13,43,0,True,True,True
libero_object/9,in,False,noun/other,pick up the orange juice and place it in the basket,98,pick up the drink and place it in the basket,20,-78,2.2000183934226924e-15,5.1313188290338985e-17,3.637978807091713e-12,39,0,True,True,True
libero_object/9,in,False,color,pick up the orange juice and place it in the basket,98,pick up the juice and place it in the basket,96,-2,0.5577341459422835,1.0,1.0,2,1,False,True,True
libero_object/9,in,False,noun/other,pick up the bottle and place it in the basket,12,pick up the carton and place it in the basket,12,0,1.0,0.9999999999999998,1.0,2,2,False,False,False
libero_object/9,in,False,noun/other,pick up the bottle and place it in the basket,12,pick up the drink and place it in the basket,20,8,0.2752335240748342,0.41394662156586004,0.21875,1,5,False,False,False
libero_object/9,in,False,noun/other,pick up the carton and place it in the basket,12,pick up the drink and place it in the basket,20,8,0.2752335240748342,0.41394662156586004,0.125,0,4,False,False,False
libero_object/9,in,False,noun/other,pick up the drink and place it in the basket,20,pick up the juice and place it in the basket,96,76,1.3693300731541966e-14,8.994964635519071e-16,7.275957614183426e-12,0,38,True,False,False
libero_object/9,in,False,noun/other,pick up the bottle and place it in the basket,12,pick up the juice and place it in the basket,96,84,3.546104228856269e-17,5.327891625799862e-19,4.547473508864641e-13,0,42,True,False,False
libero_object/9,in,False,noun/other,pick up the carton and place it in the basket,12,pick up the juice and place it in the basket,96,84,3.546104228856269e-17,5.327891625799862e-19,4.547473508864641e-13,0,42,True,False,False
libero_spatial/1,in,False,noun/other,pick up the black bowl next to the ramekin and place it on the plate,100,pick up the black bowl next to the dish and place it on the plate,62,-38,1.2775102876441465e-06,4.5950705750136725e-07,3.814697265625e-06,19,0,True,True,True
libero_spatial/3,in,True,noun/other,pick up the black bowl on the cookie box and place it on the plate,100,pick up the black bowl on the cookie tin and place it on the plate,96,-4,0.15312745101966943,0.494949494949495,0.5,2,0,False,True,True
libero_spatial/3,in,True,noun/other,pick up the black bowl on the cookie box and place it on the plate,100,pick up the black bowl on the cookies and place it on the plate,100,0,1.0,1.0,1.0,0,0,False,True,True
libero_spatial/3,in,True,noun/other,pick up the black bowl on the cookie tin and place it on the plate,96,pick up the black bowl on the cookies and place it on the plate,100,4,0.15312745101966943,0.494949494949495,0.5,0,2,False,False,False
libero_spatial/4,in,False,noun/other,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,90,pick up the black bowl in the upper drawer of the wooden cabinet and place it on the plate,90,0,1.0,1.0,1.0,2,2,False,True,True
libero_spatial/4,in,False,color,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,90,pick up the black bowl in the top drawer of the cabinet and place it on the plate,96,6,0.23967772321846303,0.4360315033131094,0.375,1,4,False,True,True
libero_spatial/5,in,False,noun/other,pick up the black bowl on the ramekin and place it on the plate,96,pick up the black bowl on the dish and place it on the plate,86,-10,0.08061281453855491,0.15950501461502106,0.1796875,7,2,False,True,True
libero_spatial/5,in,False,preposition/particle,pick up the black bowl on the ramekin and place it on the plate,96,pick up the black bowl on the ramekin and place it onto the plate,92,-4,0.39970292178238365,0.6777322876074912,0.625,3,1,False,True,True
libero_spatial/5,in,False,noun/other,pick up the black bowl on the ramekin and place it on the plate,96,pick up the black bowl on the ramekin and place it on the dish,96,0,1.0,0.9999999999999999,1.0,2,2,False,True,True
libero_spatial/5,in,False,noun/other,pick up the black bowl on the ramekin and place it on the plate,96,pick up the dark bowl on the ramekin and place it on the plate,98,2,0.5577341459422835,1.0,1.0,0,1,False,True,True
libero_spatial/5,in,False,verb/frame,pick up the black bowl on the ramekin and place it on the plate,96,lift the black bowl on the ramekin and place it on the plate,100,4,0.15312745101966943,0.494949494949495,0.5,0,2,False,True,True
libero_spatial/6,in,True,noun/other,pick up the black bowl next to the cookie box and place it on the plate,100,pick up the black bowl next to the cookies and place it on the plate,98,-2,0.31487864133641963,1.0,1.0,1,0,False,True,True
libero_spatial/6,in,True,preposition/particle,pick up the black bowl next to the cookie box and place it on the plate,100,pick up the black bowl beside the cookie box and place it on the plate,100,0,1.0,1.0,1.0,0,0,False,True,True
libero_spatial/7,in,True,noun/other,pick up the black bowl on the stove and place it on the plate,100,pick up the black bowl on the hot plate and place it on the plate,22,-78,1.2863013877577898e-15,8.28800834698326e-18,3.637978807091713e-12,39,0,True,True,True
libero_spatial/8,in,False,preposition/particle,pick up the black bowl next to the plate and place it on the plate,98,pick up the black bowl beside the plate and place it on the plate,100,2,0.31487864133641963,1.0,1.0,0,1,False,True,True
libero_spatial/9,in,False,color,pick up the black bowl on the wooden cabinet and place it on the plate,98,pick up the black bowl on the cabinet and place it on the plate,94,-4,0.3074341659273952,0.6173070915338956,0.625,3,1,False,True,True
libero_spatial/9,in,False,noun/other,pick up the black bowl on the wooden cabinet and place it on the plate,98,pick up the black bowl on the wood cabinet and place it on the plate,96,-2,0.5577341459422835,1.0,1.0,2,1,False,True,True
libero_spatial/9,in,False,words added,pick up the black bowl on the cabinet and place it on the plate,94,pick up the black bowl on the wood cabinet and place it on the plate,96,2,0.64635519553949,1.0,1.0,2,3,False,False,False
