task,suite,task_id,canonical,split_20260901,eval_set_20260904,phrase_a,phrase_b,a_is_canonical,edit_type,span_a,span_b,span_pos,edit_class,succ_a,succ_b,delta,p_z,p_fisher,both,a_only,b_only,neither,p_mcnemar,designed,design_note,source_a,source_b,significant_18pp
libero_goal/4,libero_goal,4,put the bowl on top of the cabinet,train,,put the bowl up onto the cabinet,put the dish on top of the cabinet,False,replace,bowl up onto,dish on top of,2,noun/other,94,92,-2,0.6951092703010286,1.0,43,4,3,0,1.0,False,,round3,round2,False
libero_goal/4,libero_goal,4,put the bowl on top of the cabinet,train,,put the bowl on top of the cabinet,can you put the bowl on top of the cabinet,True,insert,,can you,0,verb/frame,98,98,0,1.0,1.0,48,1,1,0,1.0,True,round8: F sentence structure; question,round2,round8,False
libero_goal/4,libero_goal,4,put the bowl on top of the cabinet,train,,can you put the bowl on top of the cabinet,i want the bowl on top of the cabinet,False,replace,can you put,i want,0,verb/frame,98,100,2,0.31487864133641963,1.0,49,0,1,0,1.0,False,,round8,round8,False
libero_goal/4,libero_goal,4,put the bowl on top of the cabinet,train,,put the bowl on top of the cabinet,i want the bowl on top of the cabinet,True,replace,put,i want,0,verb/frame,98,100,2,0.31487864133641963,1.0,49,0,1,0,1.0,True,round8: F sentence structure; desire,round2,round8,False
libero_goal/4,libero_goal,4,put the bowl on top of the cabinet,train,,put the bowl on top of the cabinet,put the bowl on top of the cupboard,True,replace,cabinet,cupboard,7,noun/other,98,100,2,0.31487864133641963,1.0,49,0,1,0,1.0,True,round2: B_role; DEST rename; r2,round2,round2,False
libero_goal/4,libero_goal,4,put the bowl on top of the cabinet,train,,the bowl goes on top of the cabinet,the bowl should be put on top of the cabinet,False,replace,goes,should be put,2,verb/frame,96,100,4,0.15312745101966943,0.494949494949495,48,0,2,0,0.5,False,,round8,round8,False
libero_goal/5,libero_goal,5,,train,,Go ahead and push the plate right up to the front of the stove.,Slide that dish over to the front of the stove.,False,replace,Go ahead and push the plate right up,Slide that dish over,0,noun/other,98,0,-98,1.104212358298447e-22,1.0109886081846705e-27,0,49,0,1,3.552713678800501e-15,False,,pilotA,pilotA,True
libero_goal/5,libero_goal,5,,train,,push the plate to the front of the stove,slide that flat dish over to the front of the stove,False,replace,push the plate,slide that flat dish over,0,noun/other,98,0,-98,1.104212358298447e-22,1.0109886081846705e-27,0,49,0,1,3.552713678800501e-15,True,round3: 1 ambiguity rescue; does a disambiguator recover it,pilotA,round3,True
libero_goal/5,libero_goal,5,,train,,push the plate to the front of the stove,slide that dish over to the front of the stove,False,replace,push the plate,slide that dish over,0,noun/other,98,2,-96,7.994442411452559e-22,4.957808841313453e-26,1,48,0,1,7.105427357601002e-15,True,roll50: object noun; confirm50,pilotA,roll50,True
libero_goal/5,libero_goal,5,,train,,slide that dish over to the front of the stove,slide that flat dish over to the front of the stove,False,insert,,flat,2,words added,2,0,-2,0.31487864133641996,1.0,0,1,0,49,1.0,False,,roll50,round3,False
libero_goal/5,libero_goal,5,,train,,slide that dish over to the front of the stove,slide that plate over to the front of the stove,False,replace,dish,plate,2,noun/other,2,62,60,1.266029956613059e-10,2.1513513623369084e-11,1,0,30,19,1.862645149230957e-09,False,,roll50,roll50,True
libero_goal/5,libero_goal,5,,train,,slide that flat dish over to the front of the stove,slide that plate over to the front of the stove,False,replace,flat dish,plate,2,noun/other,0,62,62,2.0446235120259837e-11,9.16882297722339e-13,0,0,31,19,9.313225746154785e-10,False,,round3,roll50,True
libero_goal/7,libero_goal,7,turn on the stove,train,,switch on the electric stove,switch on the hot plate,False,replace,electric stove,hot plate,3,noun/other,100,2,-98,1.104212358298447e-22,1.0109886081846705e-27,1,49,0,0,3.552713678800501e-15,False,,round3,roll50,True
libero_goal/7,libero_goal,7,turn on the stove,train,,switch on the cooker,switch on the electric hot plate,False,replace,cooker,electric hot plate,3,noun/other,84,2,-82,1.2157111054780722e-16,1.4137601115780865e-18,1,41,0,8,9.094947017729282e-13,False,,round3,round3,True
libero_goal/7,libero_goal,7,turn on the stove,train,,switch on the cooker,switch on the hot plate,False,replace,cooker,hot plate,3,noun/other,84,2,-82,1.2157111054780722e-16,1.4137601115780865e-18,1,41,0,8,9.094947017729282e-13,False,,round3,roll50,True
libero_goal/7,libero_goal,7,turn on the stove,train,,switch on the hob,switch on the hot plate,False,replace,hob,hot plate,3,noun/other,78,2,-76,8.715576275874583e-15,2.7323253747185797e-16,1,38,0,11,7.275957614183426e-12,False,,round2,roll50,True
libero_goal/7,libero_goal,7,turn on the stove,train,,switch on the cooktop,switch on the electric hot plate,False,replace,cooktop,electric hot plate,3,noun/other,74,2,-72,1.20010371860149e-13,6.301330243604465e-15,1,36,0,13,2.9103830456733704e-11,False,,round2,round3,True
libero_goal/7,libero_goal,7,turn on the stove,train,,switch on the cooktop,switch on the hot plate,False,replace,cooktop,hot plate,3,noun/other,74,2,-72,1.20010371860149e-13,6.301330243604465e-15,1,36,0,13,2.9103830456733704e-11,False,,round2,roll50,True
libero_goal/7,libero_goal,7,turn on the stove,train,,switch on the electric stove,switch on the hotplate,False,replace,electric stove,hotplate,3,noun/other,100,30,-70,2.168191179001757e-13,4.110852140103697e-15,15,35,0,0,5.820766091346741e-11,False,,round3,round3,True
libero_goal/7,libero_goal,7,turn on the stove,train,,switch on the heating element,switch on the hot plate,False,replace,heating element,hot plate,3,noun/other,66,2,-64,1.4263314860155891e-11,1.7126837728707027e-12,1,32,0,17,4.656612873077393e-10,False,,round2,roll50,True
libero_goal/7,libero_goal,7,turn on the stove,train,,switch on the burner,switch on the electric hot plate,False,replace,burner,electric hot plate,3,noun/other,64,2,-62,4.317217002922435e-11,6.193059202774162e-12,1,31,0,18,9.313225746154785e-10,False,,round3,round3,True
libero_goal/7,libero_goal,7,turn on the stove,train,,switch on the burner,switch on the hot plate,False,replace,burner,hot plate,3,noun/other,64,2,-62,4.317217002922435e-11,6.193059202774162e-12,1,31,0,18,9.313225746154785e-10,False,,round3,roll50,True
libero_goal/7,libero_goal,7,turn on the stove,train,,switch on the griddle,switch on the hot plate,False,replace,griddle,hot plate,3,noun/other,62,2,-60,1.266029956613059e-10,2.1513513623369084e-11,1,30,0,19,1.862645149230957e-09,False,,round2,roll50,True
libero_goal/7,libero_goal,7,turn on the stove,train,,switch on the cooker,switch on the hotplate,False,replace,cooker,hotplate,3,noun/other,84,30,-54,4.9329390857454566e-08,6.863181935662514e-08,14,28,1,7,1.1175870895385742e-07,False,,round3,round3,True
libero_goal/7,libero_goal,7,turn on the stove,train,,switch on the hob,switch on the hotplate,False,replace,hob,hotplate,3,noun/other,78,30,-48,1.468802149631321e-06,2.577040463093285e-06,14,25,1,10,8.046627044677734e-07,False,,round2,round3,True
libero_goal/7,libero_goal,7,turn on the stove,train,,switch on the cooktop,switch on the hotplate,False,replace,cooktop,hotplate,3,noun/other,74,30,-44,1.0650638241080415e-05,1.9895305144825442e-05,15,22,0,13,4.76837158203125e-07,False,,round2,round3,True
libero_goal/7,libero_goal,7,turn on the stove,train,,switch on the electric stove,switch on the griddle,False,replace,electric stove,griddle,3,noun/other,100,62,-38,1.2775102876441465e-06,4.5950705750136725e-07,31,19,0,0,3.814697265625e-06,False,,round3,round2,True
libero_goal/7,libero_goal,7,turn on the stove,train,,switch on the heating element,switch on the hotplate,False,replace,heating element,hotplate,3,noun/other,66,30,-36,0.00031470664695668125,0.0005945852001101672,13,20,2,15,0.00012111663818359375,False,,round2,round3,True
libero_goal/7,libero_goal,7,turn on the stove,train,,switch on the burner,switch on the hotplate,False,replace,burner,hotplate,3,noun/other,64,30,-34,0.0006588920936534282,0.0012303771816091805,14,18,1,17,7.62939453125e-05,False,,round3,round3,True
libero_goal/7,libero_goal,7,turn on the stove,train,,switch on the electric stove,switch on the heating element,False,replace,electric stove,heating element,3,noun/other,100,66,-34,6.019695297302976e-06,2.9615577967370317e-06,33,17,0,0,1.52587890625e-05,False,,round3,round2,True
libero_goal/7,libero_goal,7,turn on the stove,train,,switch on the griddle,switch on the hotplate,False,replace,griddle,hotplate,3,noun/other,62,30,-32,0.0013260138860350886,0.0024378835652847978,13,18,2,17,0.0004024505615234375,False,,round2,round3,True
libero_goal/7,libero_goal,7,turn on the stove,train,,switch on the cooker,switch on the griddle,False,replace,cooker,griddle,3,noun/other,84,62,-22,0.013223089702248525,0.023279091690692727,29,13,2,6,0.00738525390625,False,,round3,round2,True
libero_goal/7,libero_goal,7,turn on the stove,train,,switch on the electric stove,switch on the hob,False,replace,electric stove,hob,3,noun/other,100,78,-22,0.00043873629550437255,0.0005274841534096255,39,11,0,0,0.0009765625,False,,round3,round2,True
libero_goal/7,libero_goal,7,turn on the stove,train,,switch on the cooker,switch on the heating element,False,replace,cooker,heating element,3,noun/other,84,66,-18,0.03766692222862875,0.06342196594237821,28,14,5,3,0.063568115234375,False,,round3,round2,True
libero_goal/7,libero_goal,7,turn on the stove,train,,turn on the burner,turn the black knob to activate the burner,False,replace,on,the black knob to activate,1,noun/other,100,84,-16,0.003189699706216857,0.005770162019615051,42,8,0,0,0.0078125,False,,round2,roll50,False
libero_goal/7,libero_goal,7,turn on the stove,train,,switch on the electric stove,switch on the range,False,replace,electric stove,range,3,noun/other,100,86,-14,0.006078502928914408,0.012479652740097666,43,7,0,0,0.015625,False,,round3,round2,False
libero_goal/7,libero_goal,7,turn on the stove,train,,turn on the burner,turn the black knob to start the burner,False,replace,on,the black knob to start,1,noun/other,100,86,-14,0.006078502928914408,0.012479652740097666,43,7,0,0,0.015625,False,,round2,roll50,False
libero_goal/7,libero_goal,7,turn on the stove,train,,switch on the cooktop,switch on the griddle,False,replace,cooktop,griddle,3,noun/other,74,62,-12,0.1983595284289871,0.2837331556117976,30,7,1,12,0.0703125,False,,round2,round2,False
libero_goal/7,libero_goal,7,turn on the stove,train,,switch on the cooker,switch on the cooktop,False,replace,cooker,cooktop,3,noun/other,84,74,-10,0.21960785079717374,0.3262289921728179,33,9,4,4,0.266845703125,False,,round3,round2,False
libero_goal/7,libero_goal,7,turn on the stove,train,,switch on the cooktop,switch on the heating element,False,replace,cooktop,heating element,3,noun/other,74,66,-8,0.3827330888852264,0.5130944333675264,30,7,3,10,0.34375,False,,round2,round2,False
libero_goal/7,libero_goal,7,turn on the stove,train,,switch on the cooker,switch on the hob,False,replace,cooker,hob,3,noun/other,84,78,-6,0.4444388225040357,0.611059301604134,36,6,3,5,0.5078125,False,,round3,round2,False
libero_goal/7,libero_goal,7,turn on the stove,train,,switch on the burner,switch on the griddle,False,replace,burner,griddle,3,noun/other,64,62,-2,0.8359136007500891,1.0,27,5,4,14,1.0,False,,round3,round2,False
libero_goal/7,libero_goal,7,turn on the stove,train,,could you turn on the stove,start the stove,False,replace,could you turn on,start,0,noun/other,100,100,0,1.0,1.0,50,0,0,0,1.0,False,,round2,round3,False
libero_goal/7,libero_goal,7,turn on the stove,train,,could you turn on the stove,switch on the stove,False,replace,could you turn,switch,0,noun/other,100,100,0,1.0,1.0,50,0,0,0,1.0,False,,round2,roll50,False
libero_goal/7,libero_goal,7,turn on the stove,train,,turn on the stove,could you turn on the stove,True,insert,,could you,0,words added,100,100,0,1.0,1.0,50,0,0,0,1.0,True,round2: C_bisect; question + politeness; r2,round2,round2,False
libero_goal/7,libero_goal,7,turn on the stove,train,,start the stove,switch on the stove,False,replace,start,switch on,0,verb/frame,100,100,0,1.0,1.0,50,0,0,0,1.0,False,,round3,roll50,False
libero_goal/7,libero_goal,7,turn on the stove,train,,turn on the stove,start the stove,True,replace,turn on,start,0,verb/frame,100,100,0,1.0,1.0,50,0,0,0,1.0,True,round3: 7 burner grid; scene has ONE burner,round2,round3,False
libero_goal/7,libero_goal,7,turn on the stove,train,,switch on the electric hot plate,switch on the hot plate,False,delete,electric,,3,words removed,2,2,0,1.0,1.0,0,1,1,48,1.0,False,,round3,roll50,False
libero_goal/7,libero_goal,7,turn on the stove,train,,switch on the electric stove,switch on the stove,False,delete,electric,,3,words removed,100,100,0,1.0,1.0,50,0,0,0,1.0,False,,round3,roll50,False
libero_goal/7,libero_goal,7,turn on the stove,train,,switch on the electric stove,switch on the stovetop,False,replace,electric stove,stovetop,3,noun/other,100,100,0,1.0,1.0,50,0,0,0,1.0,False,,round3,round3,False
libero_goal/7,libero_goal,7,turn on the stove,train,,switch on the stove,switch on the stovetop,False,replace,stove,stovetop,3,noun/other,100,100,0,1.0,1.0,50,0,0,0,1.0,False,,roll50,round3,False
libero_goal/7,libero_goal,7,turn on the stove,train,,turn on the stove,switch on the stove,True,replace,turn,switch,0,verb/frame,100,100,0,1.0,1.0,50,0,0,0,1.0,True,roll50: object noun; confirm50,round2,roll50,False
libero_goal/7,libero_goal,7,turn on the stove,train,,turn on the burner,turn on the burners,False,replace,burner,burners,3,noun/other,100,100,0,1.0,1.0,50,0,0,0,1.0,False,,round2,round2,False
libero_goal/7,libero_goal,7,turn on the stove,train,,turn on the stove,turn on the burner,True,replace,stove,burner,3,noun/other,100,100,0,1.0,1.0,50,0,0,0,1.0,True,round2: C_bisect; stove -> burner (singular); r2,round2,round2,False
libero_goal/7,libero_goal,7,turn on the stove,train,,turn on the stove,turn on the burners,True,replace,stove,burners,3,noun/other,100,100,0,1.0,1.0,50,0,0,0,1.0,True,round2: C_bisect; stove -> burners (plural); r2,round2,round2,False
libero_goal/7,libero_goal,7,turn on the stove,train,,power on the hot plate,switch on the hot plate,False,replace,power,switch,0,verb/frame,0,2,2,0.31487864133641996,1.0,0,0,1,49,1.0,False,,roll50,roll50,False
libero_goal/7,libero_goal,7,turn on the stove,train,,switch on the burner,switch on the heating element,False,replace,burner,heating element,3,noun/other,64,66,2,0.8339354140885519,0.9999999999999999,27,5,6,12,1.0,False,,round3,round2,False
libero_goal/7,libero_goal,7,turn on the stove,train,,switch on the cooker,switch on the range,False,replace,cooker,range,3,noun/other,84,86,2,0.7794345284272749,1.0,39,3,4,4,1.0,False,,round3,round2,False
libero_goal/7,libero_goal,7,turn on the stove,train,,turn the black knob to activate the burner,turn the black knob to start the burner,False,replace,activate,start,5,verb/frame,84,86,2,0.7794345284272749,1.0,37,5,6,2,1.0,False,,roll50,roll50,False
libero_goal/7,libero_goal,7,turn on the stove,train,,switch on the cooktop,switch on the hob,False,replace,cooktop,hob,3,noun/other,74,78,4,0.6395751409486874,0.8152594598987603,32,5,7,6,0.7744140625,False,,round2,round2,False
libero_goal/7,libero_goal,7,turn on the stove,train,,switch on the griddle,switch on the heating element,False,replace,griddle,heating element,3,noun/other,62,66,4,0.6769222390213792,0.8351562058369704,26,5,7,12,0.7744140625,False,,round2,round2,False
libero_goal/7,libero_goal,7,turn on the stove,train,,start the burner,start the burners,False,replace,burner,burners,2,noun/other,40,48,8,0.42034493503392895,0.5458508799604922,14,6,10,20,0.454498291015625,False,,round3,round2,False
libero_goal/7,libero_goal,7,turn on the stove,train,,switch on the hob,switch on the range,False,replace,hob,range,3,noun/other,78,86,8,0.2978020332948063,0.4355973324029915,37,2,6,5,0.2890625,False,,round2,round2,False
libero_goal/7,libero_goal,7,turn on the stove,train,,switch on the burner,switch on the cooktop,False,replace,burner,cooktop,3,noun/other,64,74,10,0.2796540232894174,0.38732546781670296,30,2,7,11,0.1796875,False,,round3,round2,False
libero_goal/7,libero_goal,7,turn on the stove,train,,switch on the cooktop,switch on the range,False,replace,cooktop,range,3,noun/other,74,86,12,0.13361440253771617,0.2107066827647145,35,2,8,5,0.109375,False,,round2,round2,False
libero_goal/7,libero_goal,7,turn on the stove,train,,switch on the heating element,switch on the hob,False,replace,heating element,hob,3,noun/other,66,78,12,0.18144920772142045,0.2653288926339733,29,4,10,7,0.1795654296875,False,,round2,round2,False
libero_goal/7,libero_goal,7,turn on the stove,train,,switch on the burner,switch on the hob,False,replace,burner,hob,3,noun/other,64,78,14,0.1229135954696038,0.18561208423412343,30,2,9,9,0.0654296875,False,,round3,round2,False
libero_goal/7,libero_goal,7,turn on the stove,train,,switch on the range,switch on the stove,False,replace,range,stove,3,noun/other,86,100,14,0.006078502928914408,0.012479652740097666,43,0,7,0,0.015625,False,,round2,roll50,False
libero_goal/7,libero_goal,7,turn on the stove,train,,switch on the range,switch on the stovetop,False,replace,range,stovetop,3,noun/other,86,100,14,0.006078502928914408,0.012479652740097666,43,0,7,0,0.015625,False,,round2,round3,False
libero_goal/7,libero_goal,7,turn on the stove,train,,switch on the cooker,switch on the electric stove,False,replace,cooker,electric stove,3,noun/other,84,100,16,0.003189699706216857,0.005770162019615051,42,0,8,0,0.0078125,False,,round3,round3,False
libero_goal/7,libero_goal,7,turn on the stove,train,,switch on the cooker,switch on the stove,False,replace,cooker,stove,3,noun/other,84,100,16,0.003189699706216857,0.005770162019615051,42,0,8,0,0.0078125,False,,round3,roll50,False
libero_goal/7,libero_goal,7,turn on the stove,train,,switch on the cooker,switch on the stovetop,False,replace,cooker,stovetop,3,noun/other,84,100,16,0.003189699706216857,0.005770162019615051,42,0,8,0,0.0078125,False,,round3,round3,False
libero_goal/7,libero_goal,7,turn on the stove,train,,switch on the griddle,switch on the hob,False,replace,griddle,hob,3,noun/other,62,78,16,0.08085559837005228,0.12591804226334383,29,2,10,9,0.03857421875,False,,round2,round2,False
libero_goal/7,libero_goal,7,turn on the stove,train,,switch on the burner,switch on the cooker,False,replace,burner,cooker,3,noun/other,64,84,20,0.02261932973833063,0.039006299959161286,30,2,12,6,0.012939453125,False,,round3,round3,True
libero_goal/7,libero_goal,7,turn on the stove,train,,switch on the burner,turn the black knob to activate the burner,False,replace,switch on,turn the black knob to activate,0,noun/other,64,84,20,0.02261932973833063,0.039006299959161286,30,2,12,6,0.012939453125,False,,round3,roll50,True
libero_goal/7,libero_goal,7,turn on the stove,train,,switch on the heating element,switch on the range,False,replace,heating element,range,3,noun/other,66,86,20,0.01920825109701396,0.03377437153418624,31,2,12,5,0.012939453125,False,,round2,round2,True
libero_goal/7,libero_goal,7,turn on the stove,train,,switch on the burner,switch on the range,False,replace,burner,range,3,noun/other,64,86,22,0.011074437676156628,0.019822562400919418,31,1,12,6,0.00341796875,False,,round3,round2,True
libero_goal/7,libero_goal,7,turn on the stove,train,,switch on the burner,turn the black knob to start the burner,False,replace,switch on,turn the black knob to start,0,noun/other,64,86,22,0.011074437676156628,0.019822562400919418,30,2,13,5,0.00738525390625,False,,round3,roll50,True
libero_goal/7,libero_goal,7,turn on the stove,train,,switch on the hob,switch on the stove,False,replace,hob,stove,3,noun/other,78,100,22,0.00043873629550437255,0.0005274841534096255,39,0,11,0,0.0009765625,False,,round2,roll50,True
libero_goal/7,libero_goal,7,turn on the stove,train,,switch on the hob,switch on the stovetop,False,replace,hob,stovetop,3,noun/other,78,100,22,0.00043873629550437255,0.0005274841534096255,39,0,11,0,0.0009765625,False,,round2,round3,True
libero_goal/7,libero_goal,7,turn on the stove,train,,start the burner,switch on the burner,False,replace,start,switch on,0,verb/frame,40,64,24,0.01630917187775499,0.027184075121116265,18,2,14,16,0.004180908203125,False,,round3,round3,True
libero_goal/7,libero_goal,7,turn on the stove,train,,switch on the griddle,switch on the range,False,replace,griddle,range,3,noun/other,62,86,24,0.006223554486728126,0.011296456819478587,29,2,14,5,0.004180908203125,False,,round2,round2,True
libero_goal/7,libero_goal,7,turn on the stove,train,,switch on the cooktop,switch on the electric stove,False,replace,cooktop,electric stove,3,noun/other,74,100,26,0.00011083608727214167,9.981250196029942e-05,37,0,13,0,0.000244140625,False,,round2,round3,True
libero_goal/7,libero_goal,7,turn on the stove,train,,switch on the cooktop,switch on the stove,False,replace,cooktop,stove,3,noun/other,74,100,26,0.00011083608727214167,9.981250196029942e-05,37,0,13,0,0.000244140625,False,,round2,roll50,True
libero_goal/7,libero_goal,7,turn on the stove,train,,switch on the cooktop,switch on the stovetop,False,replace,cooktop,stovetop,3,noun/other,74,100,26,0.00011083608727214167,9.981250196029942e-05,37,0,13,0,0.000244140625,False,,round2,round3,True
libero_goal/7,libero_goal,7,turn on the stove,train,,switch on the electric hot plate,switch on the hotplate,False,replace,electric hot plate,hotplate,3,noun/other,2,30,28,0.00013409532032314294,0.0001745577007253239,0,1,15,34,0.000518798828125,False,,round3,round3,True
libero_goal/7,libero_goal,7,turn on the stove,train,,switch on the hot plate,switch on the hotplate,False,replace,hot plate,hotplate,3,noun/other,2,30,28,0.00013409532032314294,0.0001745577007253239,1,0,14,35,0.0001220703125,False,,roll50,round3,True
libero_goal/7,libero_goal,7,turn on the stove,train,,switch on the heating element,switch on the stove,False,replace,heating element,stove,3,noun/other,66,100,34,6.019695297302976e-06,2.9615577967370317e-06,33,0,17,0,1.52587890625e-05,False,,round2,roll50,True
libero_goal/7,libero_goal,7,turn on the stove,train,,switch on the heating element,switch on the stovetop,False,replace,heating element,stovetop,3,noun/other,66,100,34,6.019695297302976e-06,2.9615577967370317e-06,33,0,17,0,1.52587890625e-05,False,,round2,round3,True
libero_goal/7,libero_goal,7,turn on the stove,train,,switch on the burner,switch on the electric stove,False,replace,burner,electric stove,3,noun/other,64,100,36,2.7966913074614887e-06,1.1774868348472536e-06,32,0,18,0,7.62939453125e-06,False,,round3,round3,True
libero_goal/7,libero_goal,7,turn on the stove,train,,switch on the burner,switch on the stove,False,replace,burner,stove,3,noun/other,64,100,36,2.7966913074614887e-06,1.1774868348472536e-06,32,0,18,0,7.62939453125e-06,False,,round3,roll50,True
libero_goal/7,libero_goal,7,turn on the stove,train,,switch on the burner,switch on the stovetop,False,replace,burner,stovetop,3,noun/other,64,100,36,2.7966913074614887e-06,1.1774868348472536e-06,32,0,18,0,7.62939453125e-06,False,,round3,round3,True
libero_goal/7,libero_goal,7,turn on the stove,train,,switch on the burner,turn on the burner,False,replace,switch,turn,0,verb/frame,64,100,36,2.7966913074614887e-06,1.1774868348472536e-06,32,0,18,0,7.62939453125e-06,False,,round3,round2,True
libero_goal/7,libero_goal,7,turn on the stove,train,,switch on the griddle,switch on the stove,False,replace,griddle,stove,3,noun/other,62,100,38,1.2775102876441465e-06,4.5950705750136725e-07,31,0,19,0,3.814697265625e-06,False,,round2,roll50,True
libero_goal/7,libero_goal,7,turn on the stove,train,,switch on the griddle,switch on the stovetop,False,replace,griddle,stovetop,3,noun/other,62,100,38,1.2775102876441465e-06,4.5950705750136725e-07,31,0,19,0,3.814697265625e-06,False,,round2,round3,True
libero_goal/7,libero_goal,7,turn on the stove,train,,start the burner,turn the black knob to activate the burner,False,replace,start,turn the black knob to activate,0,noun/other,40,84,44,5.829767093369652e-06,1.0105265043603593e-05,19,1,23,7,2.9802322387695312e-06,False,,round3,roll50,True
libero_goal/7,libero_goal,7,turn on the stove,train,,start the burner,turn the black knob to start the burner,False,insert,,turn the black knob to,0,words added,40,86,46,1.89947964938713e-06,3.0591917376715356e-06,19,1,24,6,1.5497207641601562e-06,False,,round3,roll50,True
libero_goal/7,libero_goal,7,turn on the stove,train,,start the burners,start the stove,False,replace,burners,stove,2,noun/other,48,100,52,3.0760048038993584e-09,3.474929547757128e-10,24,0,26,0,2.9802322387695312e-08,False,,round2,round3,True
libero_goal/7,libero_goal,7,turn on the stove,train,,start the burners,turn on the burners,False,replace,start,turn on,0,verb/frame,48,100,52,3.0760048038993584e-09,3.474929547757128e-10,24,0,26,0,2.9802322387695312e-08,False,,round2,round2,True
libero_goal/7,libero_goal,7,turn on the stove,train,,switch on the hotplate,switch on the range,False,replace,hotplate,range,3,noun/other,30,86,56,1.4024754001752093e-08,1.7021690767991312e-08,14,1,29,6,5.774199962615967e-08,False,,round3,round2,True
libero_goal/7,libero_goal,7,turn on the stove,train,,start the burner,start the stove,False,replace,burner,stove,2,noun/other,40,100,60,5.888668049571984e-11,3.2090880420281867e-12,20,0,30,0,1.862645149230957e-09,False,,round3,round3,True
libero_goal/7,libero_goal,7,turn on the stove,train,,start the burner,turn on the burner,False,replace,start,turn on,0,verb/frame,40,100,60,5.888668049571984e-11,3.2090880420281867e-12,20,0,30,0,1.862645149230957e-09,False,,round3,round2,True
libero_goal/7,libero_goal,7,turn on the stove,train,,switch on the electric hot plate,switch on the griddle,False,replace,electric hot plate,griddle,3,noun/other,2,62,60,1.266029956613059e-10,2.1513513623369084e-11,1,0,30,19,1.862645149230957e-09,False,,round3,round2,True
libero_goal/7,libero_goal,7,turn on the stove,train,,switch on the electric hot plate,switch on the heating element,False,replace,electric hot plate,heating element,3,noun/other,2,66,64,1.4263314860155891e-11,1.7126837728707027e-12,1,0,32,17,4.656612873077393e-10,False,,round3,round2,True
libero_goal/7,libero_goal,7,turn on the stove,train,,switch on the hotplate,switch on the stove,False,replace,hotplate,stove,3,noun/other,30,100,70,2.168191179001757e-13,4.110852140103697e-15,15,0,35,0,5.820766091346741e-11,False,,round3,roll50,True
libero_goal/7,libero_goal,7,turn on the stove,train,,switch on the hotplate,switch on the stovetop,False,replace,hotplate,stovetop,3,noun/other,30,100,70,2.168191179001757e-13,4.110852140103697e-15,15,0,35,0,5.820766091346741e-11,False,,round3,round3,True
libero_goal/7,libero_goal,7,turn on the stove,train,,switch on the electric hot plate,switch on the hob,False,replace,electric hot plate,hob,3,noun/other,2,78,76,8.715576275874583e-15,2.7323253747185797e-16,1,0,38,11,7.275957614183426e-12,False,,round3,round2,True
libero_goal/7,libero_goal,7,turn on the stove,train,,switch on the electric hot plate,switch on the range,False,replace,electric hot plate,range,3,noun/other,2,86,84,2.6477375764702174e-17,2.0292789400535498e-19,1,0,42,7,4.547473508864641e-13,False,,round3,round2,True
libero_goal/7,libero_goal,7,turn on the stove,train,,switch on the hot plate,switch on the range,False,replace,hot plate,range,3,noun/other,2,86,84,2.6477375764702174e-17,2.0292789400535498e-19,1,0,42,7,4.547473508864641e-13,False,,roll50,round2,True
libero_goal/7,libero_goal,7,turn on the stove,train,,switch on the electric hot plate,switch on the electric stove,False,replace,hot plate,stove,4,noun/other,2,100,98,1.104212358298447e-22,1.0109886081846705e-27,1,0,49,0,3.552713678800501e-15,False,,round3,round3,True
libero_goal/7,libero_goal,7,turn on the stove,train,,switch on the electric hot plate,switch on the stove,False,replace,electric hot plate,stove,3,noun/other,2,100,98,1.104212358298447e-22,1.0109886081846705e-27,1,0,49,0,3.552713678800501e-15,False,,round3,roll50,True
libero_goal/7,libero_goal,7,turn on the stove,train,,switch on the electric hot plate,switch on the stovetop,False,replace,electric hot plate,stovetop,3,noun/other,2,100,98,1.104212358298447e-22,1.0109886081846705e-27,1,0,49,0,3.552713678800501e-15,False,,round3,round3,True
libero_goal/7,libero_goal,7,turn on the stove,train,,switch on the hot plate,switch on the stove,False,replace,hot plate,stove,3,noun/other,2,100,98,1.104212358298447e-22,1.0109886081846705e-27,1,0,49,0,3.552713678800501e-15,False,,roll50,roll50,True
libero_goal/7,libero_goal,7,turn on the stove,train,,switch on the hot plate,switch on the stovetop,False,replace,hot plate,stovetop,3,noun/other,2,100,98,1.104212358298447e-22,1.0109886081846705e-27,1,0,49,0,3.552713678800501e-15,False,,roll50,round3,True
libero_goal/7,libero_goal,7,turn on the stove,train,,power on the hot plate,power on the stove burner,False,replace,hot plate,stove burner,3,noun/other,0,100,100,1.5239706048321186e-23,1.9823306042836678e-29,0,0,50,0,1.7763568394002505e-15,False,,roll50,roll50,True
libero_goal/8,libero_goal,8,put the bowl on the plate,train,,put the bowl on the plate,put the bowl on the flat dish,True,replace,plate,flat dish,5,noun/other,100,36,-64,6.8887833663272936e-12,2.52474835604702e-13,18,32,0,0,4.656612873077393e-10,True,round3: 1 ambiguity rescue; does a disambiguator recover it,round2,round3,True
libero_goal/8,libero_goal,8,put the bowl on the plate,train,,put the bowl on the plate,put the bowl on the dish,True,replace,plate,dish,5,noun/other,100,48,-52,3.0760048038993584e-09,3.474929547757128e-10,24,26,0,0,2.9802322387695312e-08,True,round2: B_role; DEST rename; r2,round2,round2,True
