task,phrase,proxy,n_ctx,gt_success,source
put pan from drying rack into sink,move the metal pan into the white sink basin,,80,,search_boards
put pan from sink into drying rack,put pan from sink into the drying rack,,80,,search_boards
put pan from sink into drying rack,put pan from sink into drying rack,,80,,search_boards
put pan from sink into drying rack,put pan from the sink into drying rack,,80,,search_boards
put pan from sink into drying rack,put pan in orange drying rack,,80,,search_boards
put pan from sink into drying rack,move the metal pan from the sink to the orange dish rack,,80,,search_boards
put pan from sink into drying rack,put the metal pan in the orange basket,,80,,search_boards
put pan from sink into drying rack,put the small silver pan into the orange drying rack,,80,,search_boards
put pan from stove to sink,move the metal pot from the blue burner to the sink,,80,,search_boards
put pan from stove to sink,place the metal pot from the blue burner to the sink,,80,,search_boards
put pan from stove to sink,move the silver pot from the blue burner to the sink,,80,,search_boards
put pan from stove to sink,transfer the metal pot from the blue burner to the sink,,80,,search_boards
put pan from stove to sink,put pan from stove to sink,,80,,search_boards
put pan from stove to sink,transfer the metal pot from the burner to the sink,,80,,search_boards
put pan from stove to sink,place the silver pot from the blue stove in the sink,,80,,search_boards
put pan from stove to sink,move the silver pot off the burner and put it in the sink,,80,,search_boards
put pan from stove to sink,place the silver pan from the burner into the plastic sink,,80,,search_boards
put pan from stove to sink,transfer the silver pot from the blue burner to the sink,,80,,search_boards
put pan from stove to sink,move the silver pot from the burner to the sink,,80,,search_boards
put pan in sink,put pan in sink,,80,,search_boards
put pan in sink,put pan into the sink,,80,,search_boards
put pan in sink,put the pan in the sink,,80,,search_boards
put pan in sink,put the pan into the sink,,80,,search_boards
put pan in sink,put the metal pan in the sink,,80,,search_boards
put pan in sink,put the cooking pan into the sink,,80,,search_boards
put pan in sink,put the metal cooking pot in the sink,,80,,search_boards
put pan on stove and put blueberry in pan,put pan on stove and put blueberry in pan,,80,,search_boards
put pan on stove and put blueberry in pan,place the silver pan on the stove burner and put the blue berry in it,,80,,search_boards
put pan on stove and put blueberry in pan,put the small pot on the stove burner and put the blue berry in the pot,,80,,search_boards
put pan on stove and put blueberry in pan,place the silver pan on the stove burner and put the blue berry inside,,80,,search_boards
put pan on stove and put blueberry in pan,place the metal pot on the burner and put the blue berry inside,,80,,search_boards
put pan on stove and put blueberry in pan,place the metal pan on the stove burner and put the blue berry in the pan,,80,,search_boards
put pan on stove and put stuffedduck in pan,put pan on stove and put stuffedduck in pan,,80,,search_boards
put pan on stove and put stuffedduck in pan,set the pot on the stove and put the yellow stuffed duck inside,,80,,search_boards
put pan on stove and put stuffedduck in pan,place the pot on the stove and put the yellow stuffed duck inside,,80,,search_boards
put pan on stove and put stuffedduck in pan,move the pot to the stove and place the yellow stuffed duck inside,,80,,search_boards
put pan on stove and put stuffedduck in pan,move the pot to the stove and put the yellow duck inside,,80,,search_boards
put pan on stove and put stuffedduck in pan,set the pot on the burner and put the yellow stuffed duck inside,,80,,search_boards
put pan on stove and put stuffedduck in pan,put the silver pot on the stove burner and place the duck inside,,80,,search_boards
put pan on stove and put stuffedduck in pan,place the pot on the burner and put the yellow stuffed duck in it,,80,,search_boards
put pan on stove and put stuffedpig in pan,put pan on the stove and place the stuffedpig in the pan,,80,,search_boards
put pan on stove and put stuffedpig in pan,put pan on stove and put the stuffedpig in the pan,,80,,search_boards
put pan on stove and put stuffedpig in pan,put pan on stove and place the stuffedpig in the pan,,80,,search_boards
put pan on stove and put stuffedpig in pan,put the pan on the stove and place the stuffedpig in the pan,,80,,search_boards
put pan on stove and put stuffedpig in pan,put pan on stove and put stuffedpig in pan,,80,,search_boards
put pan on stove and put stuffedpig in pan,move the metal pot to the stove burner and put the pink pig in it,,80,,search_boards
put pan on stove and put stuffedpig in pan,put the silver pot on the stove burner and put the pink toy in it,,80,,search_boards
put pan on stove and put stuffedpig in pan,put the metal cooking pot on the stove and place the pink pig in it,,80,,search_boards
put pan on stove and put stuffedpig in pan,put pan on the stove and put stuffedpig in pan,,80,,search_boards
put pan on stove and put stuffedpig in pan,put pan on stove and put stuffed pig in pan,,80,,search_boards
put pan on stove and put stuffedpig in pan,put the pan on stove and put stuffedpig in pan,,80,,search_boards
put pan on stove and put stuffedpig in pan,put pan on the stove and put stuffedpig in the pan,,80,,search_boards
put pan on stove and put stuffedpig in pan,put pan on stove and put the stuffed pig in pan,,80,,search_boards
put pan on stove and put stuffedpig in pan,put pan on the stove and put the stuffed pig in pan,,80,,search_boards
put pan on stove from sink,lift the silver pan from the sink and place it on the blue burner,,80,,search_boards
put pan on stove from sink,lift the metal pan and place it on the stove burner,,80,,search_boards
put pan on stove from sink,put pan on stove from sink,,80,,search_boards
put pan on stove from sink,lift the silver pan from the sink and put it on the burner,,80,,search_boards
put pan on stove from sink,lift the silver pan out of the sink and place it on the burner,,80,,search_boards
put pan on stove from sink,transfer the metal pan from the sink to the stove top,,80,,search_boards
put pan on stove from sink,place the pan on the blue burner,,80,,search_boards
put pear in bowl,put pear in bowl,,80,,search_boards
put pear in bowl,drop pear in blue bowl,,80,,search_boards
put pear in bowl,drop the green pear inside the blue bowl,,80,,search_boards
put pear in bowl,place the green pear in the blue bowl,,80,,search_boards
put pear in bowl,pick up the pear and put it in the bowl,,80,,search_boards
put pear on plate,put pear on plate,,80,,search_boards
put pear on plate,put the green pear onto the green plate,,80,,search_boards
put pear on plate,place the green pear onto the green plate,,80,,search_boards
put pear on plate,put the green pear on the green plate,,80,,search_boards
put pear on plate,move pear to the green plate,,80,,search_boards
put pear on plate,move pear to green plate,,80,,search_boards
put pear on plate,move green pear to green plate,,80,,search_boards
put pear on plate,put green pear on plate,,80,,search_boards
put pear on plate,move the green pear onto the green plate,,80,,search_boards
put pepper in pan,put pepper in pan,,80,,search_boards
put pepper in pan,drop the red pepper into the silver pot,,80,,search_boards
put pepper in pan,drop the red pepper inside the metal pot,,80,,search_boards
put pepper in pan,put the red pepper inside the silver pot,,80,,search_boards
put pepper in pan,put the red pepper inside the metal pot,,80,,search_boards
put pepper in pan,put the red pepper into the metal pot,,80,,search_boards
put pepper in pan,put the red pepper in the pot,,80,,search_boards
put pepper in pan,place the pepper inside the silver pot,,80,,search_boards
put pepper in pot or pan,[dry-run:gemini] affa8ef68d95,0.5164302741061629,80,,loop_gemini
put pepper in pot or pan,put pepper in pot or pan,,80,,search_boards
put pepper in pot or pan,put pepper into pot,,80,,search_boards
put pepper in pot or pan,put the yellow pepper in the silver pot,,80,,search_boards
put pepper in pot or pan,place the yellow pepper in the pot,,80,,search_boards
put pepper in pot or pan,place the yellow pepper inside the silver pot,,80,,search_boards
put pepper in pot or pan,place the pepper in the pot,,80,,search_boards
put pepper in pot or pan,move pepper to pot,,80,,search_boards
put pot in sink,[dry-run:gemini] ec6229e4acec,0.28996248693167515,80,,loop_gemini
put pot in sink,put pot in sink,,80,,search_boards
put pot in sink,move the small metal pot of yellow food into the sink,,80,,search_boards
put pot in sink,move the metal pot with yellow food into the sink,,80,,search_boards
put pot in sink,put the pot of yellow food in the sink,,80,,search_boards
put pot in sink,move the pot in front of the faucet into the sink,,80,,search_boards
put pot in sink,move the pot of fake food to the sink,,80,,search_boards
put pot in sink,place the metal cooking pot in the sink,,80,,search_boards
put pot on stove which is near stove,put pot on stove which is near stove,,80,,search_boards
put pot on stove which is near stove,set the silver pot on the stove,,80,,search_boards
put pot on stove which is near stove,set the small pot on the stove,,80,,search_boards
put pot on stove which is near stove,set the small silver pot on the stove,,80,,search_boards
put pot on stove which is near stove,set the small silver pot on the stove burner,,80,,search_boards
put pot on stove which is near stove,place the pot onto the stove,,80,,search_boards
put pot on stove which is near stove,put the pot that is in the sink onto the stove,,80,,search_boards
put pot on stove which is near stove,set the pot on the stove burner,,80,,search_boards
put pot or pan from sink into drying rack,move the silver pot from the sink into the yellow drying basket,,80,,search_boards
put pot or pan from sink into drying rack,place the silver pot from the sink into the yellow drying basket,,80,,search_boards
put pot or pan from sink into drying rack,transfer the silver pot from the sink into the yellow drying basket,,80,,search_boards
put pot or pan from sink into drying rack,transfer the silver pot from within the sink into the yellow drying basket,,80,,search_boards
put pot or pan from sink into drying rack,put pot or pan from sink into drying rack,,80,,search_boards
put pot or pan from sink into drying rack,transfer the pot from the sink to the dish drainer,,80,,search_boards
put pot or pan from sink into drying rack,put the metal pot inside the yellow dish rack,,80,,search_boards
put pot or pan from sink into drying rack,put the metal pot in the yellow rack,,80,,search_boards
put pot or pan from sink into drying rack,place the silver pot in the yellow drying basket,,80,,search_boards
put pot or pan from sink into drying rack,transfer the silver pot from the sink into the yellow dish drainer,,80,,search_boards
put pot or pan from sink into drying rack,transfer the silver pot from the sink to the yellow dish drainer,,80,,search_boards
put pot or pan from sink into drying rack,transfer the pot from the sink into the yellow dish drainer,,80,,search_boards
put pot or pan from sink into drying rack,place the silver pot from the sink into the yellow dish drainer,,80,,search_boards
put pot or pan in sink,put pot or pan in sink,,80,,search_boards
put pot or pan in sink,put the metal pot in the sink,,80,,search_boards
put pot or pan in sink,place the metal pot inside the sink,,80,,search_boards
put pot or pan in sink,put metal pot in sink,,80,,search_boards
put pot or pan in sink,place the small metal pot in the sink,,80,,search_boards
put pot or pan in sink,drop the metal pot inside the sink,,80,,search_boards
put pot or pan on stove,put pot or pan on stove,,80,,search_boards
put pot or pan on stove,place the silver pot on the stove burner,,80,,search_boards
put pot or pan on stove,put the silver pot on the stove burner,,80,,search_boards
put pot or pan on stove,set the silver pot on the left stove burner,,80,,search_boards
put pot or pan on stove,set the silver pot on the left burner,,80,,search_boards
put pot or pan on stove,place the small silver pot on the stove,,80,,search_boards
put pot or pan on stove,set the silver cooking pot on the burner,,80,,search_boards
put pot or pan on stove,set the small metal pot on the stove,,80,,search_boards
put pot or pan on stove,put the silver pot on the left burner,,80,,search_boards
put potato in pot cardboard fence,put potato in pot cardboard fence,,80,,search_boards
put potato in pot cardboard fence,place potato in orange pot,,80,,search_boards
put potato in pot cardboard fence,put the yellow potato in the pot,,80,,search_boards
put potato in pot cardboard fence,place the yellow potato in the orange pot,,80,,search_boards
put potato in pot cardboard fence,put the yellow potato in the orange pot,,80,,search_boards
put potato in pot cardboard fence,move the potato into the orange pot,,80,,search_boards
put potato in pot cardboard fence,put the yellow potato in the orange cup,,80,,search_boards
put potato in pot or pan,put potato in pot or pan,,80,,search_boards
put potato in pot or pan,place the yellow potato into the metal pot,,80,,search_boards
put potato in pot or pan,put the yellow potato in the metal pot,,80,,search_boards
put potato in pot or pan,put the yellow potato inside the metal pot,,80,,search_boards
put potato in pot or pan,put the yellow potato into the metal pot,,80,,search_boards
put potato in pot or pan,put potato in pot,,80,,search_boards
put potato in pot or pan,drop the potato into the pot,,80,,search_boards
put potato on plate,put potato on pink plate,,80,,search_boards
put potato on plate,put the potato on pink plate,,80,,search_boards
put potato on plate,place the potato onto the pink plate,,80,,search_boards
put potato on plate,put potato on plate,,80,,search_boards
put potato on plate,place potato on red plate,,80,,search_boards
put red bottle in sink,put red bottle in sink,,80,,search_boards
put red bottle in sink,grab the red bottle and put it in the sink,,80,,search_boards
put red bottle in sink,grab the red bottle and place it in the sink,,80,,search_boards
put red bottle in sink,grab the red bottle and drop it in the sink,,80,,search_boards
put red bottle in sink,place the red bottle in the basin,,80,,search_boards
put red bottle in sink,drop the red bottle into the sink,,80,,search_boards
put red bottle in sink,place red bottle in the sink,,80,,search_boards
put redcube in pan and put pan on stove,place red block inside the pan and put the pan on the stove burner,,80,,search_boards
put redcube in pan and put pan on stove,put red block inside the pan and put the pan on the stove burner,,80,,search_boards
put redcube in pan and put pan on stove,put the red block in the pan and set the pan on the stove,,80,,search_boards
put redcube in pan and put pan on stove,put the red block in the pan and put the pan on the stove,,80,,search_boards
put redcube in pan and put pan on stove,put redcube in pan and put pan on stove,,80,,search_boards
put redcube in pan and put pan on stove,place red block in the pan and put the pan on the stove burner,,80,,search_boards
put redcube in pan and put pan on stove,put the red toy in the metal pot and place the pot on the stove,,80,,search_boards
put redcube in pan and put pan on stove,place red block in pan and move pan to stove burner,,80,,search_boards
put redcube in pan and put pan on stove,put the red block in the pan and put the pan on the stove burner,,80,,search_boards
put redcube in pan and put pan on stove,put the red block in the pan and set the pan on the stove burner,,80,,search_boards
put redcube in pan and put pan on stove,put the red block in the pan and place the pan on the stove burner,,80,,search_boards
put small spoon from basket to tray,put small spoon from basket to tray,,80,,search_boards
put small spoon from basket to tray,place small spoon from basket to tray,,80,,search_boards
put small spoon from basket to tray,put the small spoon from basket to tray,,80,,search_boards
put small spoon from basket to tray,transfer the small spoon from basket to tray,,80,,search_boards
put small spoon from basket to tray,move small spoon from basket to tray,,80,,search_boards
put small spoon from basket to tray,transfer the small spoon from the basket to the tray,,80,,search_boards
put small spoon from basket to tray,place the small spoon from the grey container to the tray,,80,,search_boards
put small spoon from basket to tray,transfer small spoon from basket to tray,,80,,search_boards
put spatula in pan,place spatula in pan,,80,,search_boards
put spatula in pan,put spatula in pan,,80,,search_boards
put spatula in pan,put spatula inside the pan,,80,,search_boards
put spatula in pan,put spatula in the pan,,80,,search_boards
put spatula in pan,place the spatula in the pot,,80,,search_boards
put spatula in pan,put spatula into pot,,80,,search_boards
put spatula in pan,put the spatula in the pot,,80,,search_boards
put spatula on cutting board,put spatula on cutting board,,80,,search_boards
put spatula on cutting board,set the spatula on the green cutting board,,80,,search_boards
put spatula on cutting board,lay the spatula on the cutting board,,80,,search_boards
put spatula on cutting board,put the spatula on the board,,80,,search_boards
put spatula on cutting board,place the spatula on top of the cutting board,,80,,search_boards
put spatula on cutting board,set the spatula on top of the cutting board,,80,,search_boards
put spatula on cutting board,place the spatula on the cutting board,,80,,search_boards
put spatula on plate sink,put spatula on plate sink,,80,,search_boards
put spatula on plate sink,place the spatula in the blue bowl inside the sink,,80,,search_boards
put spatula on plate sink,place the green spatula inside the blue bowl in the sink,,80,,search_boards
put spatula on plate sink,place the small spatula in the blue bowl in the sink,,80,,search_boards
put spatula on plate sink,place the green spatula in the blue bowl,,80,,search_boards
put spatula on plate sink,put the small spatula into the blue bowl,,80,,search_boards
put spatula on plate sink,set the spatula in the blue bowl inside the sink,,80,,search_boards
put spoon in bowl sink,put spoon in bowl sink,,80,,search_boards
put spoon in bowl sink,drop the spoon into the blue bowl,,80,,search_boards
put spoon in bowl sink,put the spoon into the blue bowl,,80,,search_boards
put spoon in bowl sink,drop the spoon inside the blue bowl,,80,,search_boards
put spoon in bowl sink,place the spoon in the blue bowl,,80,,search_boards
put spoon in bowl sink,drop the spoon in the blue bowl,,80,,search_boards
put spoon in bowl sink,put the spoon in the blue bowl,,80,,search_boards
put spoon in bowl sink,place the spoon inside the blue bowl,,80,,search_boards
put spoon in pot,put spoon in pot,,80,,search_boards
put spoon in pot,put the spoon in the metal pot,,80,,search_boards
put spoon in pot,place the blue spoon inside the metal pot,,80,,search_boards
put spoon in pot,place the blue and white spoon in the metal pot,,80,,search_boards
put spoon in pot,place the spoon inside the metal pot,,80,,search_boards
put spoon in pot,place the spoon in the pot,,80,,search_boards
put spoon in pot,place the spoon inside the pot,,80,,search_boards
put spoon in pot,put the spoon in the pot,,80,,search_boards
put spoon in pot,put the toy spoon in the pot,,80,,search_boards
put spoon in pot,place the spoon in the metal pot,,80,,search_boards
put strawberry in pot,put strawberry in pot,,80,,search_boards
put strawberry in pot,transfer the strawberry to the pot,,80,,search_boards
put strawberry in pot,move the strawberry inside the pot,,80,,search_boards
put strawberry in pot,move the strawberry to the pot,,80,,search_boards
put strawberry in pot,move the strawberry into the metal pot,,80,,search_boards
put strawberry in pot,put the strawberry inside the pot,,80,,search_boards
put strawberry in pot,move the strawberry into the pot,,80,,search_boards
put strawberry in pot,move the strawberry to the silver pot,,80,,search_boards
put stuffedduck in pan,[dry-run:gemini] 7fce974fabc9,0.7654724238505448,80,,loop_gemini
put stuffedduck in pan,put stuffedduck in pan,,80,,search_boards
put stuffedduck in pan,put the yellow toy duck in the pot,,80,,search_boards
put stuffedduck in pan,place the yellow toy duck in the pot,,80,,search_boards
put stuffedduck in pan,put the yellow toy duck in the metal pan,,80,,search_boards
put stuffedduck in pan,put the yellow toy in the metal pan,,80,,search_boards
put stuffedduck in pan,place yellow duck in pot,,80,,search_boards
put stuffedduck in pan,put the yellow duck in the pan,,80,,search_boards
put stuffedduck in pan,place the yellow duck in the pan,,80,,search_boards
put sushi in pot or pan,put sushi in pot or pan,,80,,search_boards
put sushi in pot or pan,put red sushi inside the metal pot,,80,,search_boards
put sushi in pot or pan,put red sushi in the silver pot,,80,,search_boards
put sushi in pot or pan,place the red sushi in the pot,,80,,search_boards
put sushi in pot or pan,move the red sushi into the metal pot,,80,,search_boards
put sushi in pot or pan,place the red sushi inside the pot,,80,,search_boards
put sushi in pot or pan,put the red sushi in the pot,,80,,search_boards
put sushi in pot or pan,put the sushi inside the metal pot,,80,,search_boards
put sushi in pot or pan,place the sushi in the pot,,80,,search_boards
put sweet potato in pan which is on stove,put the sweet potato in the silver pan,,80,,search_boards
put sweet potato in pan which is on stove,put sweet potato in pan which is on stove,,80,,search_boards
put sweet potato in pan which is on stove,put the sweet potato in the silver metal pot,,80,,search_boards
put sweet potato in pan which is on stove,put the sweet potato in the silver pot,,80,,search_boards
put sweet potato in pan which is on stove,place the sweet potato in the silver pot,,80,,search_boards
put sweet potato in pan which is on stove,put the sweet potato into the metal pan,,80,,search_boards
put sweet potato in pan which is on stove,place sweet potato in the metal pot,,80,,search_boards
put sweet potato in pan which is on stove,put the sweet potato into the silver pan,,80,,search_boards
put sweet potato in pan which is on stove,put sweet potato in pot,,80,,search_boards
put sweet potato in pan which is on stove,put the sweet potato into the silver pot,,80,,search_boards
put sweet potato in pan which is on stove,place the sweet potato into the silver pot,,80,,search_boards
put sweet potato in pot,put sweet potato in pot,,80,,search_boards
put sweet potato in pot,place the sweet potato into the pot,,80,,search_boards
put sweet potato in pot,place the sweet potato inside the pot,,80,,search_boards
put sweet potato in pot,place the sweet potato in the pot,,80,,search_boards
put sweet potato in pot,put sweet potato into the pot,,80,,search_boards
put sweet potato in pot which is in sink,put the sweet potato in the pot inside the sink,,80,,search_boards
put sweet potato in pot which is in sink,place the sweet potato in the metal pot inside the sink,,80,,search_boards
put sweet potato in pot which is in sink,put the sweet potato inside the silver pot inside the sink,,80,,search_boards
put sweet potato in pot which is in sink,place the sweet potato in the silver pot inside the sink,,80,,search_boards
put sweet potato in pot which is in sink,put sweet potato in pot which is in sink,,80,,search_boards
put sweet potato in pot which is in sink,place the orange sweet potato in the metal pot,,80,,search_boards
put sweet potato in pot which is in sink,put the orange sweet potato in the silver pot,,80,,search_boards
put sweet potato in pot which is in sink,put the sweet potato in the metal pot inside the sink,,80,,search_boards
put the ball in the cup,put the ball in the cup,,80,,search_boards
put the ball in the cup,place the yellow block on top of the blue block,,80,,search_boards
put the ball in the cup,stack yellow block on top of blue block,,80,,search_boards
put the ball in the cup,stack the yellow block on the blue block,,80,,search_boards
put the blue figure on the top edge of the cloth,put the blue figure on the top edge of the cloth,,80,,search_boards
put the blue figure on the top edge of the cloth,place the blue block onto the top edge of the cloth,,80,,search_boards
put the blue figure on the top edge of the cloth,place the blue block on the top edge of the cloth,,80,,search_boards
put the blue figure on the top edge of the cloth,put the blue block at the top edge of the cloth,,80,,search_boards
put the blue figure on the top edge of the cloth,place the blue block at the top edge of the towel,,80,,search_boards
put the blue figure on the top edge of the cloth,put the blue block on the top section of the cloth,,80,,search_boards
put the blue figure on the top edge of the cloth,place the blue block on the upper edge of the cloth,,80,,search_boards
put the silver lid on the silver pot,put the silver lid on the silver pot,,80,,search_boards
put the silver lid on the silver pot,put the lid on the metal pot,,80,,search_boards
put the silver lid on the silver pot,put the silver lid on top of the pot,,80,,search_boards
put the silver lid on the silver pot,put the silver lid on the metal pot,,80,,search_boards
put the silver lid on the silver pot,put the silver lid on the silver bowl,,80,,search_boards
put the silver lid on the silver pot,place the silver lid on the metal bowl,,80,,search_boards
put the yellow duck in the drawer,put the yellow duck in the drawer,,80,,search_boards
put the yellow duck in the drawer,pick up the yellow cloth,,80,,search_boards
put the yellow duck in the drawer,take the yellow cloth,,80,,search_boards
put the yellow duck in the drawer,take the yellow rag out of the dryer,,80,,search_boards
put the yellow duck in the drawer,get the yellow cloth out,,80,,search_boards
put the yellow duck in the drawer,take out the yellow cloth,,80,,search_boards
right pepper shaker,right pepper shaker,,80,,search_boards
right pepper shaker,put the grey shaker on the right,,80,,search_boards
right pepper shaker,put the grey shaker next to the stove dial,,80,,search_boards
right pepper shaker,move the grey shaker next to the dial,,80,,search_boards
right pepper shaker,put the grey shaker next to the dial,,80,,search_boards
right pepper shaker,move the grey container to the right,,80,,search_boards
right pepper shaker,move the grey bottle to the top right,,80,,search_boards
sweep into pile,sweep the black beans into one heap,,80,,search_boards
sweep into pile,sweep into pile,,80,,search_boards
sweep into pile,sweep all the beans together,,80,,search_boards
sweep into pile,brush the black beans into a pile,,80,,search_boards
sweep into pile,brush the black beans into a heap,,80,,search_boards
sweep into pile,sweep the beans to the center,,80,,search_boards
sweep into pile,sweep the coffee beans together,,80,,search_boards
take banana out of colander,take banana out of colander,,80,,search_boards
take banana out of colander,get the yellow banana out of the colander,,80,,search_boards
take banana out of colander,get the banana and remove it from the colander,,80,,search_boards
take banana out of colander,grab the banana and take it out of the colander,,80,,search_boards
take banana out of colander,grab the banana and remove it from the colander,,80,,search_boards
take banana out of colander,get the banana out of the colander,,80,,search_boards
take banana out of colander,pick up the banana out of the colander,,80,,search_boards
take banana out of colander,remove the banana from the colander,,80,,search_boards
take beet from pot sink,take beet from pot sink,,80,,search_boards
take beet from pot sink,take the beet from pot sink,,80,,search_boards
take beet from pot sink,take beet from orange pot sink,,80,,search_boards
take beet from pot sink,lift beet from pot sink,,80,,search_boards
take beet from pot sink,pick up the beet from the pot inside the sink,,80,,search_boards
take beet from pot sink,take the beet from the orange cup in the sink,,80,,search_boards
take beet from pot sink,take the beet out of the pot in the sink,,80,,search_boards
take broccoli out of pan,lift the green broccoli from the pot,,80,,search_boards
take broccoli out of pan,take broccoli out of pan,,80,,search_boards
take broccoli out of pan,grab the green broccoli from the pot,,80,,search_boards
take broccoli out of pan,grab the broccoli from the pot,,80,,search_boards
take broccoli out of pan,pick up the green broccoli from the pot,,80,,search_boards
take broccoli out of pan,remove broccoli from metal pot,,80,,search_boards
take broccoli out of pan,remove the green broccoli from the pot,,80,,search_boards
take broccoli out of pan,pick up the broccoli from the pot,,80,,search_boards
take clothes out of laundry machine,take clothes out of laundry machine,,80,,search_boards
take clothes out of laundry machine,remove the cloth from the washing machine,,80,,search_boards
take clothes out of laundry machine,remove white cloth from washing machine,,80,,search_boards
take clothes out of laundry machine,remove cloth from washing machine,,80,,search_boards
take clothes out of laundry machine,pull cloth out of washing machine,,80,,search_boards
take clothes out of laundry machine,take cloth out of dryer,,80,,search_boards
take clothes out of laundry machine,take the cloth out of the dryer,,80,,search_boards
take corn out of bowl sink,take corn out of bowl,,80,,search_boards
take corn out of bowl sink,take corn out of bowl sink,,80,,search_boards
take corn out of bowl sink,take the corn out of the blue cup,,80,,search_boards
take corn out of bowl sink,take corn from blue bowl,,80,,search_boards
take corn out of bowl sink,get the corn from the blue bowl,,80,,search_boards
take corn out of bowl sink,take corn out of the blue bowl,,80,,search_boards
take cucumber out of cup,take cucumber out of cup,,80,,search_boards
take cucumber out of cup,pull the cucumber out of the cup,,80,,search_boards
take cucumber out of cup,pick up the cucumber from inside the cup,,80,,search_boards
take cucumber out of cup,pull the green cucumber out of the cup,,80,,search_boards
take cucumber out of cup,pull the green cucumber out of the red cup,,80,,search_boards
take cucumber out of cup,take the cucumber out of the red cup,,80,,search_boards
take cucumber out of cup,lift the green cucumber out of the cup,,80,,search_boards
take cup off plate,take cup off plate,,80,,search_boards
take cup off plate,grab the orange cup off the plate,,80,,search_boards
take cup off plate,take orange cup off plate,,80,,search_boards
take cup off plate,take orange cup off yellow plate,,80,,search_boards
take cup off plate,remove orange cup from plate,,80,,search_boards
take cup off plate,take the orange cup off the yellow plate,,80,,search_boards
take cup off plate,remove the orange cup from the yellow plate,,80,,search_boards
take cup off plate,grab the orange cup from the plate,,80,,search_boards
take cup off plate,pick up the orange cup off the plate,,80,,search_boards
take cup off plate,take the orange cup away from the yellow plate,,80,,search_boards
take cup off plate,remove orange cup from yellow plate,,80,,search_boards
take lid off pot or pan,take lid off pot or pan,,80,,search_boards
take lid off pot or pan,take the metal lid off the pot,,80,,search_boards
take lid off pot or pan,take off the metal lid from the pot,,80,,search_boards
take lid off pot or pan,remove the lid of the silver pot,,80,,search_boards
take lid off pot or pan,remove the metal lid from the pot,,80,,search_boards
take lid off pot or pan,take off the lid of the silver pot,,80,,search_boards
take lid off pot or pan,take the lid off the silver pot,,80,,search_boards
take spatula off plate sink,take spatula off plate sink,,80,,search_boards
take spatula off plate sink,pick up the green spatula off the plate,,80,,search_boards
take spatula off plate sink,grab the green spatula off the plate,,80,,search_boards
take spatula off plate sink,take the green spatula off the plate,,80,,search_boards
take spatula off plate sink,take the green spatula from the plate,,80,,search_boards
take spatula off plate sink,grab the spatula from the plate,,80,,search_boards
take spatula off plate sink,lift the green spatula off the plate,,80,,search_boards
take spatula off plate sink,remove the spatula from the yellow plate,,80,,search_boards
take sushi off plate,take sushi off plate,,80,,search_boards
take sushi off plate,pick the sushi up off the green plate,,80,,search_boards
take sushi off plate,pick up the sushi from the green plate,,80,,search_boards
take sushi off plate,pick the sushi up from the green plate,,80,,search_boards
take sushi off plate,grab the sushi up from the green plate,,80,,search_boards
take sushi off plate,grab the sushi from the green plate,,80,,search_boards
take sushi off plate,grab the sushi off the plate,,80,,search_boards
take sushi off plate,pick up the sushi on the plate,,80,,search_boards
take sushi out of pan,remove the red piece from the pot,,80,,search_boards
take sushi out of pan,take sushi out of pan,,80,,search_boards
take sushi out of pan,remove the red sushi from the pot,,80,,search_boards
take sushi out of pan,take the red sushi out of the pot,,80,,search_boards
take sushi out of pan,pick up the red piece from the pot,,80,,search_boards
take sushi out of pan,grasp the red sushi from the pot and set it down,,80,,search_boards
take sushi out of pan,take the red sushi out of the silver pot,,80,,search_boards
take sushi out of pot cardboard fence,take sushi out of pot cardboard fence,,80,,search_boards
take sushi out of pot cardboard fence,grasp the red pepper and put it on the counter,,80,,search_boards
take sushi out of pot cardboard fence,grasp the red pepper and place it on the counter,,80,,search_boards
take sushi out of pot cardboard fence,grasp the red pepper and set it down on the counter,,80,,search_boards
take sushi out of pot cardboard fence,grasp the red pepper and move it onto the counter,,80,,search_boards
take sushi out of pot cardboard fence,pick up the red pepper and set it down on the right,,80,,search_boards
take sushi out of pot cardboard fence,place the red pepper outside the wooden cutting tray,,80,,search_boards
take sushi out of pot cardboard fence,grab the red pepper and move it outside the cardboard wall,,80,,search_boards
take the eggplant and put it between the two right burners,take the eggplant and put it between the two right burners,,80,,search_boards
take the eggplant and put it between the two right burners,grasp the eggplant and place it on the empty space near the back,,80,,search_boards
take the eggplant and put it between the two right burners,grab the purple eggplant and move it to the back right of the desk,,80,,search_boards
take the eggplant and put it between the two right burners,grasp the purple eggplant and put it on the back right of the table,,80,,search_boards
take the eggplant and put it between the two right burners,move the purple eggplant to the back right side of the desk,,80,,search_boards
take the eggplant and put it between the two right burners,pick up the purple eggplant and place it near the back right corner of the table,,80,,search_boards
take the eggplant and put it between the two right burners,move the purple eggplant to the top right section of the table,,80,,search_boards
topple basil bottle cardboard fence,topple basil bottle cardboard fence,,80,,search_boards
topple basil bottle cardboard fence,topple the red bottle on the left,,80,,search_boards
topple basil bottle cardboard fence,push over the red bottle on the left,,80,,search_boards
topple basil bottle cardboard fence,push over the red jar,,80,,search_boards
topple basil bottle cardboard fence,knock over the red jar on the left,,80,,search_boards
topple basil bottle cardboard fence,tip over the red jar,,80,,search_boards
topple basil bottle cardboard fence,push the red bottle over,,80,,search_boards
